id_computeur;nom_compteur;name;sum_counts;date;installation_date;latitude;longitude;counter;street;
100036718-103036718;39 quai François Mauriac SE-NO;39 quai François Mauriac;8.0;2022-12-25T08:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-103036718;39 quai François Mauriac SE-NO;39 quai François Mauriac;8.0;2022-12-25T09:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-103036718;39 quai François Mauriac SE-NO;39 quai François Mauriac;15.0;2022-12-25T10:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-103036718;39 quai François Mauriac SE-NO;39 quai François Mauriac;12.0;2022-12-25T11:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-103036718;39 quai François Mauriac SE-NO;39 quai François Mauriac;9.0;2022-12-25T19:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;0.0;2022-12-25T03:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;8.0;2022-12-25T06:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;24.0;2022-12-25T15:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;16.0;2022-12-25T17:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;16.0;2022-12-25T18:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;11.0;2022-12-25T19:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;

100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;4.0;2023-07-14T02:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;7.0;2023-07-14T06:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;8.0;2023-07-14T08:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;13.0;2023-07-14T09:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;24.0;2023-07-14T10:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;16.0;2023-07-14T15:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;25.0;2023-07-14T16:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-102007049;28 boulevard Diderot E-O;28 boulevard Diderot;24.0;2023-07-14T17:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;28.0;2023-07-14T00:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;11.0;2023-07-14T01:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;13.0;2023-07-14T05:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;19.0;2023-07-14T08:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;41.0;2023-07-14T10:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;41.0;2023-07-14T12:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;34.0;2023-07-14T15:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;47.0;2023-07-14T16:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;53.0;2023-07-14T22:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;
100007049-101007049;28 boulevard Diderot O-E;28 boulevard Diderot;37.0;2023-07-14T23:00:00+00:00;2013-01-18;48.84613;2.37559;Y2H21015011;boulevard Diderot;

100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;228.0;2023-04-05T06:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;159.0;2023-04-05T15:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;34.0;2023-04-05T22:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;1.0;2023-04-05T03:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;44.0;2023-04-05T10:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;45.0;2023-04-05T12:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;36.0;2023-04-05T13:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;114.0;2023-04-05T17:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;33.0;2023-04-05T19:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;25.0;2023-04-05T20:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;22.0;2023-04-05T21:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;18.0;2023-04-05T22:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;2.0;2023-04-05T02:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;5.0;2023-04-05T03:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;35.0;2023-04-05T05:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;98.0;2023-04-05T06:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;52.0;2023-04-05T09:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;65.0;2023-04-05T11:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;67.0;2023-04-05T13:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;52.0;2023-04-05T14:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;

100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;15.0;2022-12-25T11:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;15.0;2022-12-25T12:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;9.0;2022-12-25T13:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;18.0;2022-12-25T15:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;22.0;2022-12-25T16:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;12.0;2022-12-25T18:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;5.0;2022-12-25T22:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;2.0;2022-12-25T02:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;6.0;2022-12-25T10:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;2.0;2022-12-25T12:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;3.0;2022-12-25T22:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;1.0;2022-12-25T01:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;2.0;2022-12-25T02:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;2.0;2022-12-25T05:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;0.0;2022-12-25T06:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;4.0;2022-12-25T07:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;14.0;2022-12-25T11:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;17.0;2022-12-25T14:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;25.0;2022-12-25T16:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-103036719;18 quai de l'Hôtel de Ville SE-NO;18 quai de l'Hôtel de Ville;5.0;2022-12-25T21:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;

100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;28.0;2023-07-14T00:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;14.0;2023-07-14T03:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;12.0;2023-07-14T04:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;7.0;2023-07-14T05:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;26.0;2023-07-14T06:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;23.0;2023-07-14T07:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;77.0;2023-07-14T15:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;67.0;2023-07-14T18:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;62.0;2023-07-14T19:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;46.0;2023-07-14T21:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036718-104036718;39 quai François Mauriac NO-SE;39 quai François Mauriac;72.0;2023-07-14T23:00:00+00:00;2017-07-12;48.83436;2.377;Y2H21015068;quai François Mauriac;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;15.0;2023-07-14T00:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;3.0;2023-07-14T03:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;4.0;2023-07-14T05:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;12.0;2023-07-14T07:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;15.0;2023-07-14T09:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;60.0;2023-07-14T13:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;52.0;2023-07-14T16:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;50.0;2023-07-14T17:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
100036719-104036719;18 quai de l'Hôtel de Ville NO-SE;18 quai de l'Hôtel de Ville;35.0;2023-07-14T18:00:00+00:00;2017-07-12;48.85372;2.35702;Y2H21015012;quai de l'Hôtel de Ville;
