N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
26535;Estructural;Estructural;Hermanitas de los pobres;---;---;---;---;20014094.0;441089.23;4475607.85
26537;Parcial;Parcial;---;---;---;---;---;11040798.0;441051.11;4475509.57
26538;Parcial;Parcial;Secretaría de Hacienda;---;---;---;---;20014092.0;441127.72;4475602.48
26539;Parcial;Parcial;---;---;---;---;---;11040884.0;441132.57;4475608.23
26540;Parcial;Parcial;---;---;---;---;---;11040882.0;441113.32;4475585.24
26542;Parcial;Parcial;---;---;---;---;---;11005291.0;440534.88;4475450.25
26543;Parcial;Parcial;---;---;---;---;---;11005290.0;440531.95;4475460.54
26544;Parcial;Parcial;---;---;---;---;---;11005289.0;440530.13;4475466.5
26545;Parcial;Parcial;---;---;---;---;---;11005288.0;440525.26;4475483.34
26546;Parcial;Parcial;---;---;---;---;---;11005287.0;440519.99;4475502.33
26548;Parcial;Parcial;---;---;---;---;---;11005285.0;440508.78;4475540.34
26549;Parcial;Parcial;---;---;---;---;---;11005284.0;440504.36;4475557.06
26550;Parcial;Parcial;---;---;---;---;---;11005283.0;440492.38;4475578.57
26551;Parcial;Parcial;---;---;---;---;---;11005282.0;440453.7;4475578.59
26552;Parcial;Parcial;---;---;---;---;---;11005304.0;440448.93;4475556.21
26553;Parcial;Parcial;---;---;---;---;---;11005303.0;440452.52;4475544.02
26554;Parcial;Parcial;---;---;---;---;---;11005302.0;440456.76;4475529.56
26555;Parcial;Parcial;---;---;---;---;---;11005301.0;440460.01;4475518.46
26556;Parcial;Parcial;---;---;---;---;---;11005300.0;440463.97;4475504.95
26557;Parcial;Parcial;---;---;---;---;---;11005299.0;440469.47;4475485.71
26558;Parcial;Parcial;---;---;---;---;---;11005298.0;440475.09;4475466.43
26559;Parcial;Parcial;---;---;---;---;---;11005297.0;440480.26;4475448.69
26560;Parcial;Parcial;---;---;---;---;---;11005296.0;440485.32;4475431.33
26561;Parcial;Parcial;---;---;---;---;---;11005294.0;440519.09;4475425.48
26562;Parcial;Parcial;---;---;---;---;---;11005293.0;440533.68;4475426.63
26564;Estructural;Estructural;---;---;---;---;---;11005318.0;440547.92;4475450.64
26565;Estructural;Estructural;---;---;---;---;---;11005319.0;440541.74;4475472.13
26567;Estructural;Estructural;---;---;---;---;---;11005321.0;440531.14;4475509.03
26568;Parcial;Parcial;Direcc.Provincial INSALUD;---;---;---;---;11005305.0;440528.42;4475568.56
26569;Parcial;Parcial;---;---;---;---;---;11005306.0;440562.7;4475559.09
26570;Estructural;Estructural;---;---;---;---;---;11005308.0;440578.62;4475539.81
26571;Estructural;Estructural;---;---;---;---;---;11005309.0;440582.11;4475527.29
26572;Estructural;Estructural;---;---;---;---;---;11005310.0;440587.51;4475508.14
26573;Estructural;Estructural;---;---;---;---;---;11005311.0;440589.55;4475500.65
26574;Estructural;Estructural;---;---;---;---;---;11005316.0;440594.13;4475483.58
26575;Estructural;Estructural;---;---;---;---;---;11005312.0;440597.01;4475473.96
26577;Estructural;Estructural;---;---;---;---;---;11005314.0;440592.22;4475430.94
26578;Integral;Estructural;---;---;---;716/2001/00092;---;11005315.0;440567.61;4475428.93
26580;Estructural;Estructural;---;---;---;---;---;11005331.0;440613.0;4475463.05
26581;Integral;Integral;Diario Madrid;---;---;---;---;11005332.0;440608.14;4475480.09
26582;Parcial;Parcial;Hotel de Asoc. Juveniles;---;---;---;---;11005333.0;440600.08;4475508.23
26583;Parcial;Parcial;En construcción;---;---;---;---;11005322.0;440601.05;4475547.99
26584;Estructural;Estructural;---;---;---;---;---;11005323.0;440624.73;4475541.26
26585;Estructural;Estructural;---;---;---;---;---;11005324.0;440660.78;4475530.06
26587;Estructural;Estructural;---;---;---;---;---;11005326.0;440673.77;4475455.95
26588;Estructural;Estructural;---;---;---;---;---;11005327.0;440675.74;4475443.5
26589;Estructural;Estructural;---;---;---;---;---;11005328.0;440647.13;4475435.26
26590;Parcial;Parcial;---;---;---;---;---;11005329.0;440632.09;4475433.97
26591;Parcial;Parcial;---;---;---;---;---;11005230.0;440668.03;4475422.41
26592;Parcial;Parcial;---;---;---;---;---;11005229.0;440643.98;4475420.78
26593;Parcial;Parcial;---;---;---;---;---;11005228.0;440626.02;4475418.51
26596;Parcial;Parcial;---;---;---;---;---;11005227.0;440602.84;4475417.76
26598;Parcial;Parcial;---;---;---;---;---;11005225.0;440582.12;4475416.16
26599;Parcial;Parcial;---;---;---;---;---;11005224.0;440567.24;4475415.28
26600;Parcial;Parcial;---;---;---;---;---;11005242.0;440566.52;4475386.72
26601;Parcial;Parcial;---;---;---;---;---;11005244.0;440558.33;4475369.79
26603;Parcial;Parcial;---;---;---;---;---;11005223.0;440539.64;4475413.01
26604;Parcial;Parcial;---;---;---;---;---;11005222.0;440523.84;4475411.69
26605;Parcial;Parcial;---;---;---;---;---;11005221.0;440512.42;4475410.68
26606;Parcial;Parcial;---;---;---;---;---;11005253.0;440495.18;4475397.36
26607;Parcial;Parcial;---;---;---;---;---;11005252.0;440499.63;4475381.94
26608;Parcial;Parcial;---;---;---;---;---;11005251.0;440502.77;4475371.09
26609;Parcial;Parcial;---;---;---;---;---;11005250.0;440506.15;4475359.26
26610;Parcial;Parcial;---;---;---;---;---;11005249.0;440509.16;4475348.89
26612;Singular;Singular;Res.Embajador R.Argentina;---;---;---;---;20014102.0;441222.77;4475519.49
26613;Estructural;Estructural;S.I.C.E;---;---;---;---;11040873.0;441162.74;4475495.6
26614;Estructural;Estructural;Palacete-Residencia Coca;---;---;---;---;11040867.0;441257.64;4475426.71
26616;Parcial;Parcial;---;---;---;---;---;11005108.0;441058.67;4475096.55
26617;Parcial;Parcial;---;---;---;---;---;11005107.0;441063.57;4475112.67
26619;Estructural;Estructural;---;---;---;---;---;11005105.0;441118.33;4475159.21
26620;Estructural;Estructural;---;---;---;---;---;11005104.0;441125.75;4475186.93
26621;Parcial;Parcial;---;---;---;---;---;11005103.0;441129.36;4475200.37
26622;Parcial;Parcial;---;---;---;---;---;11005102.0;441133.93;4475217.45
26623;Parcial;Parcial;---;---;---;---;---;11005101.0;441139.99;4475240.22
26624;Parcial;Parcial;---;---;---;---;---;11005100.0;441123.98;4475263.59
26625;Parcial;Parcial;---;---;---;---;---;11005099.0;441101.96;4475265.2
26626;Integral;Integral;---;---;---;---;---;11005097.0;441088.96;4475242.68
26627;Parcial;Parcial;---;---;---;---;---;11005096.0;441079.38;4475226.21
26628;Parcial;Parcial;---;---;---;---;---;11005095.0;441071.09;4475211.87
26629;Parcial;Parcial;---;---;---;---;---;11005094.0;441069.63;4475209.33
26630;Parcial;Parcial;---;---;---;---;---;11005093.0;441059.03;4475191.11
26631;Parcial;Parcial;---;---;---;---;---;11005092.0;441054.7;4475183.58
26632;Parcial;Parcial;---;---;---;---;---;11005091.0;441047.96;4475171.94
26633;Parcial;Parcial;---;---;---;---;---;11005090.0;441041.53;4475160.9
26634;Parcial;Parcial;---;---;---;---;---;11005089.0;441034.72;4475149.07
26636;Parcial;Parcial;---;---;---;---;---;11005087.0;441020.6;4475107.22
26637;Parcial;Parcial;---;---;---;---;---;11005086.0;441032.27;4475093.27
26638;Parcial;Parcial;---;---;---;---;---;11005085.0;441044.8;4475078.41
26639;Parcial;Parcial;---;---;---;---;---;11005084.0;441150.06;4475278.92
26640;Estructural;Estructural;---;---;---;---;---;11005083.0;441157.54;4475307.21
26641;Estructural;Estructural;---;---;---;---;---;11005082.0;441134.39;4475321.01
26642;Parcial;Parcial;---;---;---;---;---;11005081.0;441120.72;4475297.39
26643;Parcial;Parcial;---;---;---;---;---;11005007.0;441019.9;4475151.4
26644;Parcial;Parcial;---;---;---;---;---;11005008.0;441024.81;4475160.0
26645;Parcial;Parcial;---;---;---;---;---;11005009.0;441032.15;4475172.74
26646;Estructural;Estructural;---;---;---;---;---;11005044.0;441017.4;4475199.76
26647;Estructural;Estructural;---;---;---;---;---;11005043.0;441004.88;4475212.49
26648;Parcial;Parcial;---;---;---;---;---;11005042.0;440996.6;4475220.91
26649;Parcial;Parcial;---;---;---;---;---;11005041.0;440980.98;4475236.78
26650;Parcial;Parcial;---;---;---;---;---;11005017.0;440956.44;4475235.4
26651;Parcial;Parcial;---;---;---;---;---;11005016.0;440948.32;4475224.0
26658;Parcial;Parcial;---;---;---;---;---;11005199.0;441048.15;4475199.98
26659;Parcial;Parcial;---;---;---;---;---;11005198.0;441055.97;4475213.58
26660;Parcial;Parcial;---;---;---;---;---;11005197.0;441061.77;4475223.54
26661;Parcial;Parcial;---;---;---;---;---;11005196.0;441068.24;4475235.06
26662;Parcial;Parcial;---;---;---;---;---;11005195.0;441074.3;4475245.43
26663;Parcial;Parcial;---;---;---;---;---;11005194.0;441080.94;4475256.71
26664;Parcial;Parcial;---;---;---;---;---;11005193.0;441088.14;4475286.26
26665;Parcial;Parcial;---;---;---;---;---;11005191.0;441071.05;4475297.23
26666;Parcial;Parcial;---;---;---;---;---;11005205.0;441049.53;4475279.9
26667;Parcial;Parcial;---;---;---;---;---;11005204.0;441041.21;4475267.09
26668;Parcial;Parcial;---;---;---;---;---;20150607.0;441034.46;4475256.68
26669;Parcial;Parcial;---;---;---;---;---;20005780.0;441027.79;4475246.46
26670;Parcial;Parcial;---;---;---;---;---;11005201.0;441021.03;4475235.76
26671;Parcial;Parcial;---;---;---;---;---;11005200.0;441019.25;4475215.77
26672;Parcial;Parcial;---;---;---;---;---;11005182.0;441046.88;4475312.65
26673;Parcial;Parcial;---;---;---;---;---;11005181.0;441031.24;4475322.66
26674;Parcial;Parcial;Garaje Regium;---;---;---;---;11005190.0;441002.17;4475299.54
26675;Parcial;Parcial;---;---;---;---;---;11005189.0;440988.96;4475280.87
26676;Parcial;Parcial;---;---;---;---;---;11005188.0;440977.65;4475258.14
26677;Estructural;Estructural;Vivienda colectiva;---;---;---;---;11005187.0;440994.08;4475241.75
26678;Parcial;Parcial;---;---;---;---;---;11005186.0;441019.21;4475254.35
26679;Parcial;Parcial;---;---;---;---;---;11005185.0;441028.34;4475268.34
26680;Parcial;Parcial;---;---;---;---;---;11005184.0;441036.48;4475280.82
26681;Parcial;Parcial;---;---;---;---;---;11005173.0;441118.34;4475346.25
26682;Parcial;Parcial;---;---;---;---;---;11005172.0;441103.48;4475356.25
26683;Parcial;Parcial;---;---;---;---;---;11005171.0;441089.67;4475365.47
26685;Parcial;Parcial;---;---;---;---;---;11005180.0;441039.18;4475351.53
26686;Parcial;Parcial;---;---;---;---;---;11005179.0;441045.06;4475331.56
26687;Estructural;Estructural;---;---;---;---;---;11005178.0;441057.01;4475323.94
26688;Estructural;Estructural;---;---;---;---;---;11005177.0;441070.17;4475315.59
26689;Parcial;Parcial;---;---;---;---;---;11005176.0;441093.61;4475300.66
26690;Parcial;Parcial;---;---;---;---;---;11005175.0;441114.41;4475314.56
26696;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11005018.0;440941.2;4475238.42
26697;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11005040.0;440948.06;4475269.25
26699;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11005038.0;440916.21;4475298.65
26701;Parcial;Parcial;---;---;---;---;---;11005032.0;440878.88;4475279.34
26702;Parcial;Parcial;---;---;---;---;---;11005156.0;441001.92;4475341.16
26703;Estructural;Estructural;---;---;---;---;---;11005155.0;440983.14;4475353.17
26704;Parcial;Parcial;---;---;---;---;---;11005154.0;440952.83;4475363.43
26705;Parcial;Parcial;---;---;---;---;---;11005153.0;440941.92;4475344.84
26706;Estructural;Estructural;---;---;---;---;---;11005150.0;440929.91;4475324.37
26707;Parcial;Parcial;---;---;---;---;---;11005161.0;440952.25;4475284.75
26708;Parcial;Parcial;---;---;---;---;---;11005159.0;440972.39;4475283.64
26709;Parcial;Parcial;---;---;---;---;---;11005158.0;440982.52;4475298.01
26710;Parcial;Parcial;---;---;---;---;---;11005157.0;440991.65;4475310.96
26712;Parcial;Parcial;---;---;---;---;---;11005165.0;441016.2;4475414.47
26714;Parcial;Parcial;---;---;---;---;---;20005800.0;440977.28;4475406.66
26715;Parcial;Parcial;---;---;---;---;---;11005162.0;440974.43;4475376.7
26716;Parcial;Parcial;---;---;---;---;---;11005169.0;440994.5;4475364.06
26717;Parcial;Parcial;---;---;---;---;---;11005168.0;441010.02;4475354.24
26718;Parcial;Parcial;---;---;---;---;---;11005167.0;441030.64;4475366.31
26725;Parcial;Parcial;el hotelito;---;---;---;---;11012656.0;442389.75;4474694.37
26735;Estructural;Estructural;---;---;---;---;---;11014797.0;442536.09;4474804.35
26736;Estructural;Singular;consejería de salud;---;---;711/1996/20041;---;11012211.0;443066.53;4474717.68
26737;Estructural;Integral;consejería de salud;---;---;711/1996/20041;---;11012184.0;443059.16;4474613.88
26742;Ambiental;Ambiental;Nercado de Ibiza;---;---;---;---;11012395.0;442501.34;4474370.84
26743;Estructural;Singular;colegio de la paz;---;---;711/1996/20041;---;11012185.0;443220.55;4474654.26
26744;Parcial;Parcial;---;---;---;---;---;20150587.0;442705.51;4474231.65
26745;Parcial;Parcial;---;---;---;---;---;20150590.0;442723.65;4474230.16
26747;Ambiental;Ambiental;---;---;---;---;---;11012253.0;443021.32;4474304.14
26748;Parcial;Parcial;---;---;---;---;---;11012344.0;442703.8;4474145.9
26750;Estructural;Estructural;Parroquia Smo.Crist. Vict;---;---;---;---;11038720.0;439616.12;4476181.93
26751;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11039150.0;439454.77;4476714.48
26753;Ambiental;Ambiental;vivienda colectiva;---;---;---;---;11039367.0;439765.69;4476526.4
26754;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11039366.0;439764.19;4476505.67
26755;Ambiental;Ambiental;Vivienda colectiva;---;---;---;---;11039364.0;439761.75;4476466.1
26756;Ambiental;Ambiental;Vivienda colectiva;---;---;---;---;11039363.0;439759.95;4476438.48
26757;Ambiental;Ambiental;Vivienda colectiva;---;---;---;---;11039360.0;439735.4;4476432.75
26768;Ambiental;Ambiental;---;---;---;---;---;11040379.0;440671.09;4476264.62
26769;Parcial;Parcial;Hotel;X;---;---;---;11039730.0;439969.5;4475823.02
26770;Parcial;Parcial;---;X;---;---;---;11039731.0;439970.08;4475829.28
26771;Parcial;Parcial;---;---;---;---;---;11005405.0;440301.8;4475608.23
26773;Parcial;Parcial;---;---;---;---;---;11040423.0;440425.79;4476428.04
26776;Estructural;Estructural;---;---;---;---;---;20014382.0;441099.38;4476579.83
26778;Parcial;Parcial;---;---;---;---;---;11041533.0;441178.38;4476603.73
26783;Parcial;Parcial;---;---;---;---;---;20146726.0;441214.44;4476475.25
26784;Parcial;Parcial;---;---;---;---;---;20146726.0;441214.44;4476475.25
26786;Parcial;Parcial;---;---;---;---;---;11041522.0;441109.42;4476462.68
26787;Estructural;Estructural;---;---;---;---;---;11041515.0;441091.98;4476475.09
26788;Ambiental;Ambiental;---;---;---;---;---;11041516.0;441093.5;4476496.11
26789;Ambiental;Ambiental;---;---;---;---;---;11041517.0;441095.15;4476518.57
26790;Ambiental;Ambiental;---;---;---;---;---;11041518.0;441096.2;4476535.47
26797;Estructural;Estructural;F.U. Antonio de Nebrija;---;---;---;---;11041329.0;440895.95;4476114.3
26800;Integral;Integral;Colegio Blanca de Castilla;---;---;---;---;20014186.0;441039.54;4475998.52
26801;Singular;Singular;Colegio San Diego y San Vicente de Paul;---;---;---;---;11041071.0;441109.12;4476015.01
26803;Estructural;Estructural;Inst. Ingenieros Civiles;---;---;---;---;11041233.0;441214.62;4476052.54
26809;Parcial;Parcial;vivienda colectiva;---;---;---;---;11001139.0;439108.88;4473566.28
26810;Demolición total;Parcial;vivienda colectiva;---;"Cambio catalogación de grado Parcial a Ambiental: MPG Exp 716/2001/00123 (AD 31.01.2002).
Licencia de Demolición Total por Resolución Gerente M.U. de 08.10.2001, Exp. 714/2001/04985";714/2001/04985;---;31025685.0;439099.94;4473585.47
26812;Parcial;Parcial;vivienda colectiva;---;---;---;---;11001140.0;439114.18;4473554.76
26813;Parcial;Parcial;vivienda colectiva;---;---;---;---;11001142.0;439124.37;4473532.25
26814;Parcial;Parcial;vivienda colectiva;---;---;---;---;20148706.0;439149.92;4473538.85
26852;Singular;Singular;Edificio de viviendas;---;---;---;---;11038699.0;439254.91;4476084.03
28001;Volumétrico;Volumétrico;---;---;---;---;---;11033466.0;440644.13;4480072.35
28004;Parcial;Parcial;---;---;---;---;---;11037504.0;439901.97;4479015.97
28005;Estructural;Estructural;---;---;---;---;---;11036266.0;440644.56;4479482.07
28006;Parcial;Parcial;---;---;---;---;---;31023180.0;440786.5;4479932.85
28007;Demolición total;Ambiental;---;---;"Resolución de licencia de demolición y sustitución de fecha 24.11.2008
Resolución de licencia de demolición y sustitución de fecha 24.11.2008
Expediente: 711/2007/24138";711/2007/24138;---;11031226.0;441010.89;4479877.06
28008;Parcial;Parcial;---;---;---;---;---;11030893.0;441028.44;4479492.34
28009;Ambiental;Ambiental;---;X;---;---;---;11031003.0;441139.87;4479592.35
28009;Ambiental;Ambiental;---;X;---;---;---;11031098.0;441082.2;4479629.78
28010;Ambiental;Ambiental;---;---;---;---;---;11030868.0;441011.36;4479493.25
28011;Ambiental;Ambiental;---;---;---;---;---;11030869.0;441033.58;4479513.07
28012;Parcial;Parcial;---;---;---;---;---;11030870.0;441046.08;4479519.8
28013;Ambiental;Ambiental;---;---;---;---;---;11030872.0;441092.52;4479540.73
28015;Parcial;Parcial;---;---;---;---;---;11030882.0;441231.15;4479602.42
28017;Estructural;Estructural;---;---;---;---;---;11030996.0;441197.85;4479650.18
28019;Parcial;Parcial;---;---;---;---;---;11033830.0;441091.2;4479571.58
28022;Ambiental;Ambiental;---;X;---;---;---;11031064.0;441202.11;4479718.48
28027;Volumétrico;Volumétrico;---;---;---;---;---;11036671.0;440485.72;4479047.07
28030;Parcial;Parcial;---;---;---;---;---;11036500.0;440656.56;4479043.29
28031;Ambiental;Ambiental;---;---;---;---;---;11036190.0;440611.98;4479467.98
28033;Parcial;Parcial;---;---;---;---;---;11036600.0;440593.05;4479026.02
28034;Parcial;Parcial;---;---;---;---;---;11036606.0;440589.74;4479013.55
28035;Parcial;Parcial;---;---;---;---;---;11036607.0;440585.22;4479017.15
28037;Ambiental;Ambiental;---;---;---;---;---;11030824.0;441016.56;4479407.17
28039;Ambiental;Ambiental;---;---;---;---;---;11030867.0;440983.74;4479454.5
28040;Ambiental;Ambiental;---;---;---;---;---;11030821.0;440982.83;4479428.76
28041;Ambiental;Ambiental;---;---;---;---;---;11030817.0;440959.89;4479318.09
28042;Ambiental;Ambiental;---;---;---;---;---;11030810.0;440979.79;4479315.75
28044;Parcial;Parcial;---;---;---;---;---;11030721.0;440902.81;4479339.84
28045;Parcial;Parcial;---;---;---;---;---;11030720.0;440887.55;4479317.33
28047;Parcial;Parcial;---;---;---;---;---;11030483.0;440791.75;4479064.86
28049;Ambiental;Ambiental;---;---;---;---;---;11036541.0;440718.96;4479047.91
28050;Parcial;Parcial;---;---;---;---;---;11036586.0;440729.35;4479084.83
28052;Ambiental;Ambiental;---;---;---;---;---;11036580.0;440670.58;4479131.61
28054;Ambiental;Ambiental;---;---;---;---;---;11036492.0;440787.09;4479156.68
28054;Ambiental;Ambiental;---;---;---;---;---;11036491.0;440778.67;4479141.95
28055;Parcial;Parcial;---;---;---;---;---;11036418.0;440857.25;4479323.24
28056;Ambiental;Ambiental;---;---;---;---;---;11036446.0;440761.3;4479326.64
28057;Ambiental;Ambiental;---;---;"Bravo Murillo 315, EDIFICIO NO DEMOLIDO aunque tenia Resolución de licencia de demolición y sustitución de fecha 21/04/2008
Expediente: 711/2006/06264.
Dictamen de la CPPHAN de 09.10.2007";---;---;11033815.0;440912.84;4479404.21
28058;Ambiental;Ambiental;---;---;---;---;---;11033817.0;440943.45;4479448.14
28060;Ambiental;Ambiental;---;X;---;---;---;11031051.0;441114.09;4479591.74
28061;Ambiental;Ambiental;---;---;---;---;---;11036555.0;440644.53;4479178.75
28075;Parcial;Parcial;---;---;---;---;---;11030489.0;440776.15;4479061.19
28077;Parcial;Parcial;---;---;---;---;---;11038255.0;439783.17;4478784.67
28078;Ambiental;Ambiental;---;---;---;---;---;11037391.0;439854.68;4478937.39
28079;Parcial;Parcial;---;---;---;---;---;11038254.0;439790.45;4478778.78
