coordenada_x_utm,coordenada_y_utm
441789.536,4480667.552
441789.536,4480667.552
440683.483,4468495.384
440683.483,4468495.384
440683.483,4468495.384
440683.483,4468495.384
439433.825,4481652.031
439433.825,4481652.031
440512.438,4480592.505
440512.438,4480592.505
443779.967,4475697.493
443779.967,4475697.493
439860.883,4474154.133
439860.883,4474154.133
444656.742,4473502.892
443052.951,4480199.321
443052.951,4480199.321
441428.236,4473969.934
441428.236,4473969.934
444719.747,4475242.963
444719.747,4475242.963
435701.027,4468265.737
435701.027,4468265.737
435701.027,4468265.737
435701.027,4468265.737
448339.597,4474479.393
448339.597,4474479.393
449893.453,4472956.725
449893.453,4472956.725
441974.526,4475359.191
441974.526,4475359.191
439461.562,4473427.547
439461.562,4473427.547
439219.833,4481431.960
439219.833,4481431.960
441702.596,4475496.381
442902.969,4471779.261
442902.969,4471779.261
442902.969,4471779.261
442902.969,4471779.261
438589.858,4473950.674
438589.858,4473950.674
447885.648,4477342.312
447885.648,4477342.312
441618.938,4474982.462
441618.938,4474982.462
447002.760,4473015.667
447002.760,4473015.667
444825.401,4478097.177
444825.401,4478097.177
444941.764,4478196.368
444941.764,4478196.368
444941.764,4478196.368
444941.764,4478196.368
441305.280,4467565.996
441305.280,4467565.996
441193.636,4473456.347
441193.636,4473456.347
443619.883,4471899.809
443619.883,4471899.809
441971.467,4481625.785
438658.529,4476540.696
443361.712,4470598.834
443361.712,4470598.834
443184.217,4472186.277
443184.217,4472186.277
441698.432,4478513.920
441698.432,4478513.920
451131.405,4477934.185
451131.405,4477934.185
442783.819,4481704.859
442783.819,4481704.859
441505.938,4479413.203
440470.211,4473544.699
440470.211,4473544.699
441307.474,4481853.143
441307.474,4481853.143
441307.474,4481853.143
441307.474,4481853.143
438918.601,4470876.819
438918.601,4470876.819
443319.100,4473069.463
443319.100,4473069.463
443319.100,4473069.463
443319.100,4473069.463
443319.100,4473069.463
443319.100,4473069.463
445628.582,4470958.166
445628.582,4470958.166
445900.883,4472704.184
445900.883,4472704.184
445900.883,4472704.184
434888.452,4470929.143
434888.452,4470929.143
441203.460,4474268.488
441203.460,4474268.488
442318.787,4467165.605
442318.787,4467165.605
442318.787,4467165.605
438503.813,4473014.436
438503.813,4473014.436
438503.813,4473014.436
442646.924,4474264.263
442646.924,4474264.263
442646.924,4474264.263
442646.924,4474264.263
445848.205,4476191.802
445848.205,4476191.802
440971.349,4473563.967
444377.209,4473547.182
444377.209,4473547.182
444377.209,4473547.182
441477.121,4479753.944
440289.200,4481207.791
440289.200,4481207.791
444910.923,4470553.742
444910.923,4470553.742
444910.923,4470553.742
444910.923,4470553.742
443417.484,4472033.891
443417.484,4472033.891
451462.870,4483588.666
451462.870,4483588.666
439836.109,4469336.082
439836.109,4469336.082
442526.677,4466222.214
442526.677,4466222.214
442526.677,4466222.214
439944.462,4473056.284
445547.757,4471783.754
445547.757,4471783.754
445547.757,4471783.754
448729.503,4475291.783
448729.503,4475291.783
448729.503,4475291.783
448729.503,4475291.783
450074.116,4480725.822
445826.351,4476555.794
445826.351,4476555.794
443666.223,4475831.332
443666.223,4475831.332
446446.527,4479800.508
446446.527,4479800.508
452227.914,4467714.459
452227.914,4467714.459
439437.702,4472501.413
440203.230,4470775.489
440203.230,4470775.489
440923.771,4476635.775
440923.771,4476635.775
440923.771,4476635.775
440923.771,4476635.775
440923.771,4476635.775
440923.771,4476635.775
438379.145,4472334.534
452235.072,4467756.512
444287.958,4482195.588
444287.958,4482195.588
444287.958,4482195.588
438493.822,4475129.760
440628.531,4472541.863
440628.531,4472541.863
441684.701,4480231.737
444506.276,4479031.923
444506.276,4479031.923
444506.276,4479031.923
444596.048,4476837.751
444596.048,4476837.751
439732.117,4478888.823
445894.694,4476521.533
445894.694,4476521.533
439697.960,4473355.017
439697.960,4473355.017
439697.960,4473355.017
439697.960,4473355.017
443249.608,4474773.488
443249.608,4474773.488
440332.296,4470312.758
440332.296,4470312.758
438204.820,4479076.586
438204.820,4479076.586
451215.958,4477434.806
451215.958,4477434.806
451215.958,4477434.806
443975.991,4483229.091
443975.991,4483229.091
441082.837,4474066.444
441082.837,4474066.444
437842.158,4473767.736
437842.158,4473767.736
439743.853,4477275.821
439743.853,4477275.821
440261.239,4476424.603
440261.239,4476424.603
438492.417,4473951.579
438492.417,4473951.579
440266.533,4480972.473
440266.533,4480972.473
442969.190,4475491.022
442969.190,4475491.022
442033.130,4476559.970
442033.130,4476559.970
444707.444,4472937.488
444707.444,4472937.488
437312.535,4471843.534
441216.601,4463661.382
441216.601,4463661.382
441216.601,4463661.382
440491.113,4470568.543
440491.113,4470568.543
440491.113,4470568.543
441231.215,4468329.223
441231.215,4468329.223
442360.084,4481660.755
441016.626,4471469.456
441016.626,4471469.456
441016.626,4471469.456
441079.855,4477551.122
441079.855,4477551.122
436015.605,4468559.880
436015.605,4468559.880
442035.814,4476229.027
442035.814,4476229.027
442139.604,4470808.483
442139.604,4470808.483
436943.977,4469455.221
436943.977,4469455.221
441822.343,4477363.524
441822.343,4477363.524
441822.343,4477363.524
439501.527,4474861.672
443700.932,4469892.676
443700.932,4469892.676
448154.593,4474656.030
448154.593,4474656.030
444565.739,4470352.667
444565.739,4470352.667
444565.739,4470352.667
448528.695,4476360.295
448528.695,4476360.295
431723.073,4479549.346
431723.073,4479549.346
431723.073,4479549.346
439994.978,4470812.472
439994.978,4470812.472
441334.260,4482246.141
441334.260,4482246.141
441334.260,4482246.141
441334.260,4482246.141
440914.393,4474457.653
440914.393,4474457.653
448302.375,4475637.266
448302.375,4475637.266
440811.293,4477397.469
440811.293,4477397.469
446778.597,4479528.597
446778.597,4479528.597
446778.597,4479528.597
439702.546,4475749.593
441334.444,4482246.608
441334.444,4482246.608
441334.444,4482246.608
441334.444,4482246.608
441550.877,4479371.808
441550.877,4479371.808
446063.353,4476216.649
446063.353,4476216.649
446063.353,4476216.649
439109.182,4476068.998
439109.182,4476068.998
438793.785,4476474.895
438793.785,4476474.895
441058.605,4470452.263
443404.846,4472593.049
442385.435,4471300.667
437289.646,4469532.001
437289.646,4469532.001
437289.646,4469532.001
437289.646,4469532.001
439066.886,4470765.404
438972.137,4470187.978
443750.217,4470337.140
443750.217,4470337.140
443750.217,4470337.140
443853.672,4471728.671
443853.672,4471728.671
443853.672,4471728.671
438641.865,4474775.702
441747.185,4476013.224
444053.834,4477280.910
443936.730,4469774.080
443936.730,4469774.080
439957.585,4473785.761
449406.563,4469091.545
449406.563,4469091.545
442607.480,4476620.328
435479.729,4469024.700
435479.729,4469024.700
437209.417,4468729.583
443783.919,4471775.589
443783.919,4471775.589
443783.919,4471775.589
439921.497,4474133.071
439921.497,4474133.071
440136.728,4479519.584
441427.910,4478227.996
441427.910,4478227.996
441555.709,4473464.679
441555.709,4473464.679
438890.342,4474702.538
438890.342,4474702.538
438890.342,4474702.538
438973.777,4470189.917
438973.777,4470189.917
445457.090,4471300.443
445457.090,4471300.443
446812.999,4480059.275
446812.999,4480059.275
439989.311,4475136.470
439989.311,4475136.470
440291.436,4481233.887
440291.436,4481233.887
439015.971,4469492.006
439015.971,4469492.006
439015.971,4469492.006
439015.971,4469492.006
439015.971,4469492.006
441871.554,4472363.995
441871.554,4472363.995
437303.738,4471825.098
437303.738,4471825.098
437303.738,4471825.098
436617.619,4469589.358
436617.619,4469589.358
436617.619,4469589.358
437705.805,4475392.921
437705.805,4475392.921
449868.735,4477783.066
449868.735,4477783.066
449868.735,4477783.066
449868.735,4477783.066
449868.735,4477783.066
449868.735,4477783.066
439407.968,4466042.814
439407.968,4466042.814
439407.968,4466042.814
438812.201,4476489.323
442236.535,4476902.321
442236.535,4476902.321
442236.535,4476902.321
440001.987,4474427.274
440001.987,4474427.274
440542.114,4471411.503
440542.114,4471411.503
439517.036,4469354.972
439517.036,4469354.972
439517.036,4469354.972
449075.135,4468289.854
449075.135,4468289.854
448416.753,4476240.658
448416.753,4476240.658
443128.445,4472231.237
443128.445,4472231.237
435933.140,4469945.055
435933.140,4469945.055
435933.140,4469945.055
446708.016,4477812.947
446708.016,4477812.947
446708.016,4477812.947
446708.016,4477812.947
439281.718,4482367.677
439281.718,4482367.677
441179.022,4471424.626
443865.043,4474507.167
443865.043,4474507.167
440548.526,4482937.927
440548.526,4482937.927
438917.930,4482918.503
438761.276,4476496.070
441240.312,4467076.656
441240.312,4467076.656
441240.312,4467076.656
440517.061,4472281.362
440517.061,4472281.362
447609.077,4472939.662
444812.993,4475993.670
444812.993,4475993.670
446674.090,4471428.541
441133.241,4467603.399
441133.241,4467603.399
432682.536,4470117.182
432682.536,4470117.182
439726.872,4474909.196
439726.872,4474909.196
442003.454,4481916.241
442003.454,4481916.241
442799.639,4479777.994
442799.639,4479777.994
446595.465,4470470.438
446306.202,4476067.488
446306.202,4476067.488
446306.202,4476067.488
446306.202,4476067.488
448345.659,4472757.929
448678.689,4478012.717
448678.689,4478012.717
448678.689,4478012.717
448678.689,4478012.717
448678.689,4478012.717
445924.390,4476273.325
445924.390,4476273.325
439913.780,4472188.793
439913.780,4472188.793
443853.922,4475350.370
443853.922,4475350.370
447258.619,4473974.478
447258.619,4473974.478
437959.653,4469785.709
437959.653,4469785.709
438086.564,4471124.365
438086.564,4471124.365
438086.564,4471124.365
438086.564,4471124.365
439447.022,4473579.392
439447.022,4473579.392
443367.491,4473855.645
442467.304,4473323.459
442467.304,4473323.459
438859.772,4468987.866
438859.772,4468987.866
438859.772,4468987.866
443928.402,4477340.243
438723.584,4474709.416
438874.013,4469126.663
438874.013,4469126.663
441187.746,4466193.582
441187.746,4466193.582
440894.866,4467868.094
440894.866,4467868.094
442570.349,4478456.678
442570.349,4478456.678
442570.349,4478456.678
445764.509,4478676.151
445764.509,4478676.151
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
443929.930,4477343.971
446338.412,4471654.612
446338.412,4471654.612
446338.412,4471654.612
442218.118,4475156.751
442218.118,4475156.751
439030.221,4483077.488
439030.221,4483077.488
439030.221,4483077.488
439030.221,4483077.488
439030.221,4483077.488
435367.438,4470817.319
435367.438,4470817.319
443043.295,4478848.985
443043.295,4478848.985
442797.091,4479829.028
442638.125,4478109.964
442638.125,4478109.964
440567.614,4480518.801
440567.614,4480518.801
441472.349,4476593.411
441472.349,4476593.411
439860.953,4481583.900
439860.953,4481583.900
441415.160,4479668.231
441415.160,4479668.231
440794.730,4469978.012
440794.730,4469978.012
451652.869,4479493.509
451652.869,4479493.509
451652.869,4479493.509
442667.279,4480443.791
442667.279,4480443.791
439931.113,4471906.716
439931.113,4471906.716
442167.117,4484850.106
442167.117,4484850.106
442032.309,4476012.014
442032.309,4476012.014
443731.894,4478303.723
443731.894,4478303.723
443359.065,4484252.790
443359.065,4484252.790
438645.641,4473034.590
438645.641,4473034.590
438645.641,4473034.590
441858.804,4476228.179
441858.804,4476228.179
447703.344,4474856.555
447703.344,4474856.555
447082.988,4472972.160
447082.988,4472972.160
435272.819,4472239.178
435272.819,4472239.178
443653.212,4473417.351
443653.212,4473417.351
443653.212,4473417.351
443653.212,4473417.351
437968.160,4481771.218
437968.160,4481771.218
437968.160,4481771.218
437968.160,4481771.218
437968.160,4481771.218
437968.160,4481771.218
437968.160,4481771.218
436033.202,4469040.581
449359.962,4475605.353
449359.962,4475605.353
441699.287,4480222.925
441699.287,4480222.925
439848.464,4477928.071
439848.464,4477928.071
439848.464,4477928.071
439848.464,4477928.071
448313.708,4473396.082
442003.827,4470513.441
442003.827,4470513.441
445293.948,4476359.436
445293.948,4476359.436
443667.006,4481508.686
443667.006,4481508.686
443667.006,4481508.686
443667.006,4481508.686
449413.646,4475618.923
449413.646,4475618.923
438837.627,4476472.323
443852.404,4480419.335
443852.404,4480419.335
443974.649,4470044.931
443974.649,4470044.931
443050.677,4472158.800
443050.677,4472158.800
443050.677,4472158.800
443050.677,4472158.800
443423.338,4480302.198
443423.338,4480302.198
443423.338,4480302.198
443423.338,4480302.198
443423.338,4480302.198
445326.122,4471732.511
445326.122,4471732.511
445326.122,4471732.511
435581.096,4472677.901
435581.096,4472677.901
433714.474,4471631.908
433714.474,4471631.908
433714.474,4471631.908
433714.474,4471631.908
439621.273,4475851.370
442693.823,4471478.795
442693.823,4471478.795
442390.952,4473188.501
442390.952,4473188.501
445150.640,4479624.244
445150.640,4479624.244
440991.858,4475805.800
440991.858,4475805.800
443748.801,4473368.811
443748.801,4473368.811
441507.691,4479709.393
441507.691,4479709.393
442069.404,4475011.858
442069.404,4475011.858
442870.237,4474739.968
442870.237,4474739.968
443721.735,4473567.724
443721.735,4473567.724
445185.684,4480844.674
445185.684,4480844.674
444557.947,4470918.947
444557.947,4470918.947
443185.037,4479992.095
443185.037,4479992.095
443185.037,4479992.095
443185.037,4479992.095
445795.378,4479587.671
445795.378,4479587.671
439988.938,4471296.212
439988.938,4471296.212
439988.938,4471296.212
450704.016,4478244.288
450704.016,4478244.288
450704.016,4478244.288
440969.578,4469156.134
440969.578,4469156.134
443224.928,4472163.945
443224.928,4472163.945
443224.928,4472163.945
444976.016,4480417.434
444976.016,4480417.434
444976.016,4480417.434
442782.816,4481641.038
442782.816,4481641.038
439056.695,4477060.228
439056.695,4477060.228
439047.743,4476198.829
439047.743,4476198.829
439047.743,4476198.829
443536.970,4483100.919
443536.970,4483100.919
446122.258,4473589.686
446122.258,4473589.686
447483.368,4479157.250
447483.368,4479157.250
440751.185,4474290.639
444410.985,4479365.513
444410.985,4479365.513
445293.277,4476198.456
445293.277,4476198.456
445293.277,4476198.456
439868.148,4475721.819
439868.148,4475721.819
447103.269,4479277.978
447103.269,4479277.978
445116.118,4475330.331
445116.118,4475330.331
441103.715,4467561.496
441103.715,4467561.496
441149.123,4483087.461
441149.123,4483087.461
441868.422,4472363.138
441868.422,4472363.138
436678.126,4470766.188
436678.126,4470766.188
436678.126,4470766.188
439429.649,4475380.512
439429.649,4475380.512
439429.649,4475380.512
438811.754,4473951.308
438811.754,4473951.308
438811.754,4473951.308
438811.754,4473951.308
440460.096,4471551.530
440460.096,4471551.530
440460.096,4471551.530
440460.096,4471551.530
441090.140,4472290.387
441090.140,4472290.387
441090.140,4472290.387
441090.140,4472290.387
443545.200,4475654.747
443545.200,4475654.747
443187.423,4478193.996
443187.423,4478193.996
451318.705,4478166.650
451318.705,4478166.650
438876.176,4469138.630
438876.176,4469138.630
446620.331,4476162.443
446620.331,4476162.443
446620.331,4476162.443
441460.978,4466768.995
441460.978,4466768.995
442837.280,4481586.864
447720.221,4476021.783
447720.221,4476021.783
442164.657,4478663.457
442164.657,4478663.457
443887.076,4477611.089
443887.076,4477611.089
439616.129,4475759.827
439616.129,4475759.827
439616.129,4475759.827
448023.588,4477366.395
448023.588,4477366.395
445796.720,4477899.737
445796.720,4477899.737
445111.607,4471422.930
445111.607,4471422.930
446208.824,4472844.920
446208.824,4472844.920
450975.123,4479838.497
438425.550,4475212.750
438425.550,4475212.750
441960.432,4475016.127
441960.432,4475016.127
441960.432,4475016.127
441960.432,4475016.127
441960.432,4475016.127
441960.432,4475016.127
441568.981,4473641.689
441568.981,4473641.689
449185.412,4464713.079
440932.893,4469781.206
440932.893,4469781.206
440932.893,4469781.206
443152.547,4470515.585
443152.547,4470515.585
443745.147,4478409.144
443745.147,4478409.144
443745.147,4478409.144
435553.172,4471014.200
435553.172,4471014.200
435553.172,4471014.200
440411.332,4476679.791
447300.486,4478115.370
447300.486,4478115.370
438881.768,4474713.480
441550.005,4474897.965
441550.005,4474897.965
441445.357,4478104.931
441445.357,4478104.931
446996.869,4472978.032
446996.869,4472978.032
446996.869,4472978.032
440416.738,4478488.832
440416.738,4478488.832
443867.876,4472171.457
443867.876,4472171.457
439322.653,4476424.230
439322.653,4476424.230
440893.972,4470195.621
440893.972,4470195.621
439644.798,4472647.834
439644.798,4472647.834
441737.640,4470529.472
441737.640,4470529.472
440273.363,4476472.379
440273.363,4476472.379
440273.363,4476472.379
439968.285,4471252.239
439968.285,4471252.239
441506.200,4478880.712
441506.200,4478880.712
440746.704,4475379.394
440746.704,4475379.394
442135.950,4473162.591
442135.950,4473162.591
447276.178,4474659.329
447276.178,4474659.329
447276.178,4474659.329
447276.178,4474659.329
443735.081,4478532.321
