AÑO,ID_MEASURE,MES,ID,TIPOEDIFICIO,EDIFICIO,DIRECCION,DISTRITO,CÓDIGO DISTRITO,BARRIO,CÓDIGO BARRIO,LONGITUD,LATITUD,CLASE,UNIDADES,CONSUMO,MEASURE_TYPE_ID
2020,2,3,2258,Centros culturales y bibliotecas,Biblioteca Ana María Matute,"Calle Isaac Albeniz, 1 28019 Madrid",Carabanchel,11,San Isidro,113,-3.7202936410904,40.3977521494866,Energía Reactiva,kvarh,104,3
2020,4,3,2178,Centros culturales y bibliotecas,Biblioteca Ángel González,"Calle Granja De Torrehermosa, 1 28024 Madrid",Latina,10,Aluche,104,-3.7663713097572,40.3969681670062,Energía Reactiva,kvarh,4262,3
2020,6,3,2096,Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"Paseo Fernan Nuñez, 24 28009 Madrid",Retiro,3,Los Jeronimos,35,-3.6796432754374946,40.41678861549688,Energía Reactiva,kvarh,4173,3
2020,8,3,1208,Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"Calle Monte Aya, 12 28031 Madrid",Villa De Vallecas,18,Casco Historico De Vallecas,181,-3.6226612333620114,40.378016410030774,Energía Reactiva,kvarh,1449,3
2020,10,3,1526,Centros culturales y bibliotecas,Biblioteca José Hierro,"Calle Maria Sevilla Diago, 15 28022 Madrid",San Blas - Canillejas,20,Rosas,205,-3.610550602425999,40.433453540244685,Energía Reactiva,kvarh,80,3
2020,13,3,941,Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"Calle Barcelo, 4 28004 Madrid",Centro,1,Justicia,14,-3.6990826662067344,40.42683538680111,Energía Reactiva,kvarh,1190,3
2020,15,3,850,Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"Calle Arroyo Belincoso, 11 (junto A Centro Cultural Eduardo Chillida) 28030 Madrid",Moratalaz,14,Media Legua,144,-3.6530587077141,40.4097421858525,Energía Reactiva,kvarh,1259,3
2020,18,3,20,Centros culturales y bibliotecas,Biblioteca Pío Baroja,"Calle Arganda, 12 28005 Madrid",Arganzuela,2,Acacias,22,-3.7076765298843,40.4002580548243,Energía Reactiva,kvarh,933,3
2020,20,3,906,Centros culturales y bibliotecas,Cc Conde Duque,"Calle Conde Duque, 11 28015 Madrid",Centro,1,Universidad,15,-3.710680603981,40.4272912991656,Energía Reactiva,kvarh,0,3
2020,25,3,1119,Centros mixtos,Cdi Arganzuela,"Calle Canarias, 17 28045 Madrid",Arganzuela,2,Palos De La Frontera,26,-3.6954429745674,40.4026590845045,Energía Reactiva,kvarh,8505,3
2020,27,3,631,Centros deportivos,Cdm Aluche,"Avenida De Las Aguilas, 14 28044 Madrid",Latina,10,Aguilas,107,-3.7716686725616,40.3830956005522,Energía Reactiva,kvarh,1949,3
2020,29,3,1971,Centros deportivos,Cdm Ángel Nieto - Puente De Vallecas,"Calle Payaso Fofo, 7 28018 Madrid",Puente De Vallecas,13,Palomeras Bajas,133,-3.6594303931969576,40.39165542230783,Energía Reactiva,kvarh,8590,3
2020,31,3,1692,Centros deportivos,Cdm Barajas,"Avenida Logroño, 70 28042 Madrid",Barajas,21,Alameda De Osuna,211,-3.5866347723157004,40.46294933734348,Energía Reactiva,kvarh,2764,3
2020,33,3,1918,Centros deportivos,Cdm Cerro Almodóvar,"Calle Cerro De Almodovar, 9 28007 Madrid",Villa De Vallecas,18,Santa Eugenia,182,-3.6023182815488193,40.38281136695731,Energía Reactiva,kvarh,4859,3
2020,35,3,1825,Centros deportivos,Cdm Concepción,"Calle Jose Del Hierro, 5 28027 Madrid",Ciudad Lineal,15,La Concepcion,154,-3.648873879700902,40.437198629630075,Energía Reactiva,kvarh,5530,3
2020,37,3,1892,Centros deportivos,Cdm Faustina Valladolid - Valdebernardo,"Calle Ladera De Los Almendros, 2 28032 Madrid",Vicalvaro,19,Casco Historico De Vicalvaro,191,-3.6222312937684507,40.40438332871522,Energía Reactiva,kvarh,890,3
2020,40,3,1929,Centros deportivos,Cdm Hortaleza,"Carretera Estacion De Hortaleza, 11 28033 Madrid",Hortaleza,16,Apostol Santiago,165,-3.6520428109526883,40.478883218418986,Energía Reactiva,kvarh,891,3
2020,42,3,1771,Centros deportivos,Cdm La Masó,"Calle Maso, 80 (c/v Ventisquero De La Condesa) 28034 Madrid",Fuencarral - El Pardo,8,Mirasierra,87,-3.7153208255768,40.4851944115249,Energía Reactiva,kvarh,8738,3
2020,44,3,1937,Centros deportivos,Cdm Luis Aragonés,"Calle El Provencio, 20 28043 Madrid",Hortaleza,16,Canillas,163,-3.62783298581013,40.46547736811336,Energía Reactiva,kvarh,2574,3
2020,47,3,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,0,3
2020,48,3,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,1542,3
2020,50,3,1114,Centros deportivos,Cdm Plata Y Castañar,"Paseo Plata Y Castañar, 7 28021 Madrid",Villaverde,17,Villaverde Alto - Casco Historico De Villaverde,171,-3.7170958691991935,40.35076438371904,Energía Reactiva,kvarh,1321,3
2020,52,3,1941,Centros deportivos,Cdm Playa Victoria,"Calle Hierbabuena, 2 28039 Madrid",Tetuan,6,Berruguete,66,-3.7016309815462454,40.459185470607935,Energía Reactiva,kvarh,1552,3
2020,54,3,1889,Centros deportivos,Cdm Pueblo Nuevo,"Calle Francisco Rioja, 14 28017 Madrid",Ciudad Lineal,15,Pueblo Nuevo,152,-3.6380132760089876,40.43014181400333,Energía Reactiva,kvarh,6604,3
2020,58,3,1945,Centros deportivos,Cdm San Juan Bautista,"Calle Treviana, 1 28043 Madrid",Ciudad Lineal,15,San Juan Bautista,156,-3.657745672316187,40.44796198220766,Energía Reactiva,kvarh,11411,3
2020,60,3,1950,Centros deportivos,Cdm Vicente Del Bosque,"Avenida Monforte De Lemos, 13 28029 Madrid",Fuencarral - El Pardo,8,La Paz,85,-3.6939060688019,40.4783396017234,Energía Reactiva,kvarh,0,3
2020,62,3,1656,Centros deportivos,Cdm Wilfred Agbonavbare - Alberto García,"Calle Reguera De Tomateros, 39b, 28053 Madrid",Puente De Vallecas,13,Entrevias,131,-3.6560976103843,40.37204305783915,Energía Reactiva,kvarh,724,3
2020,64,3,658,Centros escolares,Ceip Bolivia,"Calle Villavaliente, 29 28011 Madrid",Latina,10,Lucero,103,-3.7500195164933143,40.40760080843823,Energía Reactiva,kvarh,"13,8",3
2020,66,3,49,Centros escolares,Ceip Claudio Moyano,"Calle Cea Bermudez, 26 28003 Madrid",Chamberi,7,Vallehermoso,76,-3.708257053283696,40.439115564429116,Energía Reactiva,kvarh,"105,3",3
2020,68,3,278,Centros escolares,Ceip Concepción Arenal,"Calle Antonio Lopez, 1 28019 Madrid",Carabanchel,11,Comillas,111,-3.7110683133563716,40.39824381077428,Energía Reactiva,kvarh,1854,3
2020,70,3,582,Centros escolares,Ceip Isaac Peral,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,11,Puerta Bonita,115,-3.729999509109673,40.38645824863816,Energía Reactiva,kvarh,"1,8",3
2020,72,3,1028,Centros escolares,Ceip Madroño,"Calle Las Marismas, 14 28038 Madrid",Puente De Vallecas,13,Numancia,136,-3.6547868183395873,40.402312403210814,Energía Reactiva,kvarh,"54,3",3
2020,74,3,116,Centros escolares,Ceip Ntra Sra De La Paloma,"Calle Tabernillas, 2 28005 Madrid",Centro,1,Palacio,11,-3.7106372993064745,40.411427160112815,Energía Reactiva,kvarh,"0,8",3
2020,76,3,167,Centros escolares,Ceip Ntra Sra Fuencisla,"Calle Tomelloso, 39 28026 Madrid",Usera,12,Almendrales,124,-3.6972821974614196,40.380523117574946,Energía Reactiva,kvarh,"110,4",3
2020,79,3,304,Centros escolares,Ceip Pradolongo,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,12,Zofio,126,-3.7158207588239685,40.379271000451105,Energía Reactiva,kvarh,"13,9",3
2020,81,3,108,Centros escolares,Ceip Puerto Rico,"Calle Segura, 74 28041 Madrid",Usera,12,Orcasitas,121,-3.718516174164925,40.36857243836856,Energía Reactiva,kvarh,"20,1",3
2020,83,3,247,Centros escolares,Ceip Residencia San Ildefonso,"Calle Alfonso Vi, 1 28005 Madrid",Centro,1,Palacio,11,-3.71212631464,40.4129348523462,Energía Reactiva,kvarh,2149,3
2020,86,3,1033,Centros culturales y bibliotecas,Centro De Mayores San Francisco,"Calle Jerte, 3 (entrada Por Calle San Buenaventura, 3) 28005 Madrid",Centro,1,Palacio,11,-3.714990913868,40.4111186882429,Energía Reactiva,kvarh,"5089,6",3
2020,88,3,1083,Centros mixtos,Complejo La Vaguada,"Avenida Monforte De Lemos, 38-40 28029 Madrid",Fuencarral - El Pardo,8,Pilar,84,-3.709012712706959,40.479004163276095,Energía Reactiva,kvarh,2693,3
2020,92,3,1987,Centros deportivos,Pabellón Jesús Rollán,"Calle Avena, 11 28026 Madrid",Usera,12,Zofio,126,-3.7152779102325,40.3760873422678,Energía Reactiva,kvarh,255,3
2020,95,3,1174,Centros administrativos,Sede Ag Hacienda,"Calle Alcala, 45 28014 Madrid",Centro,1,Justicia,14,-3.695760433679633,40.419308936692836,Energía Reactiva,kvarh,0,3
2020,97,4,2258,Centros culturales y bibliotecas,Biblioteca Ana María Matute,"Calle Isaac Albeniz, 1 28019 Madrid",Carabanchel,11,San Isidro,113,-3.7202936410904,40.3977521494866,Energía Reactiva,kvarh,15,3
2020,99,4,2178,Centros culturales y bibliotecas,Biblioteca Ángel González,"Calle Granja De Torrehermosa, 1 28024 Madrid",Latina,10,Aluche,104,-3.7663713097572,40.3969681670062,Energía Reactiva,kvarh,1431,3
2020,101,4,2096,Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"Paseo Fernan Nuñez, 24 28009 Madrid",Retiro,3,Los Jeronimos,35,-3.6796432754374946,40.41678861549688,Energía Reactiva,kvarh,0,3
2020,103,4,1208,Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"Calle Monte Aya, 12 28031 Madrid",Villa De Vallecas,18,Casco Historico De Vallecas,181,-3.6226612333620114,40.378016410030774,Energía Reactiva,kvarh,8,3
2020,105,4,1526,Centros culturales y bibliotecas,Biblioteca José Hierro,"Calle Maria Sevilla Diago, 15 28022 Madrid",San Blas - Canillejas,20,Rosas,205,-3.610550602425999,40.433453540244685,Energía Reactiva,kvarh,60,3
2020,108,4,941,Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"Calle Barcelo, 4 28004 Madrid",Centro,1,Justicia,14,-3.6990826662067344,40.42683538680111,Energía Reactiva,kvarh,426,3
2020,110,4,850,Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"Calle Arroyo Belincoso, 11 (junto A Centro Cultural Eduardo Chillida) 28030 Madrid",Moratalaz,14,Media Legua,144,-3.6530587077141,40.4097421858525,Energía Reactiva,kvarh,30,3
2020,113,4,20,Centros culturales y bibliotecas,Biblioteca Pío Baroja,"Calle Arganda, 12 28005 Madrid",Arganzuela,2,Acacias,22,-3.7076765298843,40.4002580548243,Energía Reactiva,kvarh,317,3
2020,115,4,906,Centros culturales y bibliotecas,Cc Conde Duque,"Calle Conde Duque, 11 28015 Madrid",Centro,1,Universidad,15,-3.710680603981,40.4272912991656,Energía Reactiva,kvarh,441,3
2020,120,4,1119,Centros mixtos,Cdi Arganzuela,"Calle Canarias, 17 28045 Madrid",Arganzuela,2,Palos De La Frontera,26,-3.6954429745674,40.4026590845045,Energía Reactiva,kvarh,6410,3
2020,122,4,631,Centros deportivos,Cdm Aluche,"Avenida De Las Aguilas, 14 28044 Madrid",Latina,10,Aguilas,107,-3.7716686725616,40.3830956005522,Energía Reactiva,kvarh,646,3
2020,124,4,1971,Centros deportivos,Cdm Ángel Nieto - Puente De Vallecas,"Calle Payaso Fofo, 7 28018 Madrid",Puente De Vallecas,13,Palomeras Bajas,133,-3.6594303931969576,40.39165542230783,Energía Reactiva,kvarh,4193,3
2020,126,4,1692,Centros deportivos,Cdm Barajas,"Avenida Logroño, 70 28042 Madrid",Barajas,21,Alameda De Osuna,211,-3.5866347723157004,40.46294933734348,Energía Reactiva,kvarh,3998,3
2020,128,4,1918,Centros deportivos,Cdm Cerro Almodóvar,"Calle Cerro De Almodovar, 9 28007 Madrid",Villa De Vallecas,18,Santa Eugenia,182,-3.6023182815488193,40.38281136695731,Energía Reactiva,kvarh,3221,3
2020,130,4,1825,Centros deportivos,Cdm Concepción,"Calle Jose Del Hierro, 5 28027 Madrid",Ciudad Lineal,15,La Concepcion,154,-3.648873879700902,40.437198629630075,Energía Reactiva,kvarh,0,3
2020,132,4,1892,Centros deportivos,Cdm Faustina Valladolid - Valdebernardo,"Calle Ladera De Los Almendros, 2 28032 Madrid",Vicalvaro,19,Casco Historico De Vicalvaro,191,-3.6222312937684507,40.40438332871522,Energía Reactiva,kvarh,1,3
2020,135,4,1929,Centros deportivos,Cdm Hortaleza,"Carretera Estacion De Hortaleza, 11 28033 Madrid",Hortaleza,16,Apostol Santiago,165,-3.6520428109526883,40.478883218418986,Energía Reactiva,kvarh,63,3
2020,137,4,1771,Centros deportivos,Cdm La Masó,"Calle Maso, 80 (c/v Ventisquero De La Condesa) 28034 Madrid",Fuencarral - El Pardo,8,Mirasierra,87,-3.7153208255768,40.4851944115249,Energía Reactiva,kvarh,0,3
2020,139,4,1937,Centros deportivos,Cdm Luis Aragonés,"Calle El Provencio, 20 28043 Madrid",Hortaleza,16,Canillas,163,-3.62783298581013,40.46547736811336,Energía Reactiva,kvarh,1784,3
2020,142,4,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,0,3
2020,143,4,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,5126,3
2020,145,4,1114,Centros deportivos,Cdm Plata Y Castañar,"Paseo Plata Y Castañar, 7 28021 Madrid",Villaverde,17,Villaverde Alto - Casco Historico De Villaverde,171,-3.7170958691991935,40.35076438371904,Energía Reactiva,kvarh,535,3
2020,147,4,1941,Centros deportivos,Cdm Playa Victoria,"Calle Hierbabuena, 2 28039 Madrid",Tetuan,6,Berruguete,66,-3.7016309815462454,40.459185470607935,Energía Reactiva,kvarh,942,3
2020,149,4,1889,Centros deportivos,Cdm Pueblo Nuevo,"Calle Francisco Rioja, 14 28017 Madrid",Ciudad Lineal,15,Pueblo Nuevo,152,-3.6380132760089876,40.43014181400333,Energía Reactiva,kvarh,1163,3
2020,153,4,1945,Centros deportivos,Cdm San Juan Bautista,"Calle Treviana, 1 28043 Madrid",Ciudad Lineal,15,San Juan Bautista,156,-3.657745672316187,40.44796198220766,Energía Reactiva,kvarh,0,3
2020,155,4,1950,Centros deportivos,Cdm Vicente Del Bosque,"Avenida Monforte De Lemos, 13 28029 Madrid",Fuencarral - El Pardo,8,La Paz,85,-3.6939060688019,40.4783396017234,Energía Reactiva,kvarh,0,3
2020,157,4,1656,Centros deportivos,Cdm Wilfred Agbonavbare - Alberto García,"Calle Reguera De Tomateros, 39b, 28053 Madrid",Puente De Vallecas,13,Entrevias,131,-3.6560976103843,40.37204305783915,Energía Reactiva,kvarh,0,3
2020,159,4,658,Centros escolares,Ceip Bolivia,"Calle Villavaliente, 29 28011 Madrid",Latina,10,Lucero,103,-3.7500195164933143,40.40760080843823,Energía Reactiva,kvarh,4,3
2020,161,4,49,Centros escolares,Ceip Claudio Moyano,"Calle Cea Bermudez, 26 28003 Madrid",Chamberi,7,Vallehermoso,76,-3.708257053283696,40.439115564429116,Energía Reactiva,kvarh,"3,9",3
2020,163,4,278,Centros escolares,Ceip Concepción Arenal,"Calle Antonio Lopez, 1 28019 Madrid",Carabanchel,11,Comillas,111,-3.7110683133563716,40.39824381077428,Energía Reactiva,kvarh,2047,3
2020,165,4,582,Centros escolares,Ceip Isaac Peral,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,11,Puerta Bonita,115,-3.729999509109673,40.38645824863816,Energía Reactiva,kvarh,"0,9",3
2020,167,4,1028,Centros escolares,Ceip Madroño,"Calle Las Marismas, 14 28038 Madrid",Puente De Vallecas,13,Numancia,136,-3.6547868183395873,40.402312403210814,Energía Reactiva,kvarh,"4,7",3
2020,169,4,116,Centros escolares,Ceip Ntra Sra De La Paloma,"Calle Tabernillas, 2 28005 Madrid",Centro,1,Palacio,11,-3.7106372993064745,40.411427160112815,Energía Reactiva,kvarh,"0,2",3
2020,171,4,167,Centros escolares,Ceip Ntra Sra Fuencisla,"Calle Tomelloso, 39 28026 Madrid",Usera,12,Almendrales,124,-3.6972821974614196,40.380523117574946,Energía Reactiva,kvarh,"20,6",3
2020,174,4,304,Centros escolares,Ceip Pradolongo,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,12,Zofio,126,-3.7158207588239685,40.379271000451105,Energía Reactiva,kvarh,"5,6",3
2020,176,4,108,Centros escolares,Ceip Puerto Rico,"Calle Segura, 74 28041 Madrid",Usera,12,Orcasitas,121,-3.718516174164925,40.36857243836856,Energía Reactiva,kvarh,0,3
2020,178,4,247,Centros escolares,Ceip Residencia San Ildefonso,"Calle Alfonso Vi, 1 28005 Madrid",Centro,1,Palacio,11,-3.71212631464,40.4129348523462,Energía Reactiva,kvarh,1936,3
2020,181,4,1033,Centros culturales y bibliotecas,Centro De Mayores San Francisco,"Calle Jerte, 3 (entrada Por Calle San Buenaventura, 3) 28005 Madrid",Centro,1,Palacio,11,-3.714990913868,40.4111186882429,Energía Reactiva,kvarh,"4458,1",3
2020,185,4,1987,Centros deportivos,Pabellón Jesús Rollán,"Calle Avena, 11 28026 Madrid",Usera,12,Zofio,126,-3.7152779102325,40.3760873422678,Energía Reactiva,kvarh,2059,3
2020,188,4,1174,Centros administrativos,Sede Ag Hacienda,"Calle Alcala, 45 28014 Madrid",Centro,1,Justicia,14,-3.695760433679633,40.419308936692836,Energía Reactiva,kvarh,5843,3
2020,190,5,2258,Centros culturales y bibliotecas,Biblioteca Ana María Matute,"Calle Isaac Albeniz, 1 28019 Madrid",Carabanchel,11,San Isidro,113,-3.7202936410904,40.3977521494866,Energía Reactiva,kvarh,3,3
2020,192,5,2178,Centros culturales y bibliotecas,Biblioteca Ángel González,"Calle Granja De Torrehermosa, 1 28024 Madrid",Latina,10,Aluche,104,-3.7663713097572,40.3969681670062,Energía Reactiva,kvarh,1702,3
2020,194,5,2096,Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"Paseo Fernan Nuñez, 24 28009 Madrid",Retiro,3,Los Jeronimos,35,-3.6796432754374946,40.41678861549688,Energía Reactiva,kvarh,681,3
2020,196,5,1208,Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"Calle Monte Aya, 12 28031 Madrid",Villa De Vallecas,18,Casco Historico De Vallecas,181,-3.6226612333620114,40.378016410030774,Energía Reactiva,kvarh,173,3
2020,198,5,1526,Centros culturales y bibliotecas,Biblioteca José Hierro,"Calle Maria Sevilla Diago, 15 28022 Madrid",San Blas - Canillejas,20,Rosas,205,-3.610550602425999,40.433453540244685,Energía Reactiva,kvarh,168,3
2020,201,5,941,Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"Calle Barcelo, 4 28004 Madrid",Centro,1,Justicia,14,-3.6990826662067344,40.42683538680111,Energía Reactiva,kvarh,325,3
2020,203,5,850,Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"Calle Arroyo Belincoso, 11 (junto A Centro Cultural Eduardo Chillida) 28030 Madrid",Moratalaz,14,Media Legua,144,-3.6530587077141,40.4097421858525,Energía Reactiva,kvarh,13,3
2020,206,5,20,Centros culturales y bibliotecas,Biblioteca Pío Baroja,"Calle Arganda, 12 28005 Madrid",Arganzuela,2,Acacias,22,-3.7076765298843,40.4002580548243,Energía Reactiva,kvarh,367,3
2020,208,5,906,Centros culturales y bibliotecas,Cc Conde Duque,"Calle Conde Duque, 11 28015 Madrid",Centro,1,Universidad,15,-3.710680603981,40.4272912991656,Energía Reactiva,kvarh,12330,3
2020,213,5,1119,Centros mixtos,Cdi Arganzuela,"Calle Canarias, 17 28045 Madrid",Arganzuela,2,Palos De La Frontera,26,-3.6954429745674,40.4026590845045,Energía Reactiva,kvarh,4942,3
2020,215,5,631,Centros deportivos,Cdm Aluche,"Avenida De Las Aguilas, 14 28044 Madrid",Latina,10,Aguilas,107,-3.7716686725616,40.3830956005522,Energía Reactiva,kvarh,824,3
2020,217,5,1971,Centros deportivos,Cdm Ángel Nieto - Puente De Vallecas,"Calle Payaso Fofo, 7 28018 Madrid",Puente De Vallecas,13,Palomeras Bajas,133,-3.6594303931969576,40.39165542230783,Energía Reactiva,kvarh,4421,3
2020,219,5,1692,Centros deportivos,Cdm Barajas,"Avenida Logroño, 70 28042 Madrid",Barajas,21,Alameda De Osuna,211,-3.5866347723157004,40.46294933734348,Energía Reactiva,kvarh,2858,3
2020,221,5,1918,Centros deportivos,Cdm Cerro Almodóvar,"Calle Cerro De Almodovar, 9 28007 Madrid",Villa De Vallecas,18,Santa Eugenia,182,-3.6023182815488193,40.38281136695731,Energía Reactiva,kvarh,3190,3
2020,223,5,1825,Centros deportivos,Cdm Concepción,"Calle Jose Del Hierro, 5 28027 Madrid",Ciudad Lineal,15,La Concepcion,154,-3.648873879700902,40.437198629630075,Energía Reactiva,kvarh,74,3
2020,225,5,1892,Centros deportivos,Cdm Faustina Valladolid - Valdebernardo,"Calle Ladera De Los Almendros, 2 28032 Madrid",Vicalvaro,19,Casco Historico De Vicalvaro,191,-3.6222312937684507,40.40438332871522,Energía Reactiva,kvarh,0,3
2020,228,5,1929,Centros deportivos,Cdm Hortaleza,"Carretera Estacion De Hortaleza, 11 28033 Madrid",Hortaleza,16,Apostol Santiago,165,-3.6520428109526883,40.478883218418986,Energía Reactiva,kvarh,1,3
2020,230,5,1771,Centros deportivos,Cdm La Masó,"Calle Maso, 80 (c/v Ventisquero De La Condesa) 28034 Madrid",Fuencarral - El Pardo,8,Mirasierra,87,-3.7153208255768,40.4851944115249,Energía Reactiva,kvarh,33,3
2020,232,5,1937,Centros deportivos,Cdm Luis Aragonés,"Calle El Provencio, 20 28043 Madrid",Hortaleza,16,Canillas,163,-3.62783298581013,40.46547736811336,Energía Reactiva,kvarh,1851,3
2020,235,5,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,0,3
2020,236,5,844,Centros deportivos,Cdm Orcasitas,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,12,Zofio,126,-3.7127673625946,40.3758429603234,Energía Reactiva,kvarh,5174,3
2020,238,5,1114,Centros deportivos,Cdm Plata Y Castañar,"Paseo Plata Y Castañar, 7 28021 Madrid",Villaverde,17,Villaverde Alto - Casco Historico De Villaverde,171,-3.7170958691991935,40.35076438371904,Energía Reactiva,kvarh,10,3
2020,240,5,1941,Centros deportivos,Cdm Playa Victoria,"Calle Hierbabuena, 2 28039 Madrid",Tetuan,6,Berruguete,66,-3.7016309815462454,40.459185470607935,Energía Reactiva,kvarh,1,3
2020,242,5,1889,Centros deportivos,Cdm Pueblo Nuevo,"Calle Francisco Rioja, 14 28017 Madrid",Ciudad Lineal,15,Pueblo Nuevo,152,-3.6380132760089876,40.43014181400333,Energía Reactiva,kvarh,1228,3
2020,246,5,1945,Centros deportivos,Cdm San Juan Bautista,"Calle Treviana, 1 28043 Madrid",Ciudad Lineal,15,San Juan Bautista,156,-3.657745672316187,40.44796198220766,Energía Reactiva,kvarh,1,3
2020,248,5,1950,Centros deportivos,Cdm Vicente Del Bosque,"Avenida Monforte De Lemos, 13 28029 Madrid",Fuencarral - El Pardo,8,La Paz,85,-3.6939060688019,40.4783396017234,Energía Reactiva,kvarh,1,3
2020,250,5,1656,Centros deportivos,Cdm Wilfred Agbonavbare - Alberto García,"Calle Reguera De Tomateros, 39b, 28053 Madrid",Puente De Vallecas,13,Entrevias,131,-3.6560976103843,40.37204305783915,Energía Reactiva,kvarh,5,3
2020,252,5,658,Centros escolares,Ceip Bolivia,"Calle Villavaliente, 29 28011 Madrid",Latina,10,Lucero,103,-3.7500195164933143,40.40760080843823,Energía Reactiva,kvarh,"0,4",3
2020,254,5,49,Centros escolares,Ceip Claudio Moyano,"Calle Cea Bermudez, 26 28003 Madrid",Chamberi,7,Vallehermoso,76,-3.708257053283696,40.439115564429116,Energía Reactiva,kvarh,"0,1",3
2020,256,5,278,Centros escolares,Ceip Concepción Arenal,"Calle Antonio Lopez, 1 28019 Madrid",Carabanchel,11,Comillas,111,-3.7110683133563716,40.39824381077428,Energía Reactiva,kvarh,1960,3
2020,258,5,582,Centros escolares,Ceip Isaac Peral,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,11,Puerta Bonita,115,-3.729999509109673,40.38645824863816,Energía Reactiva,kvarh,"0,8",3
2020,260,5,1028,Centros escolares,Ceip Madroño,"Calle Las Marismas, 14 28038 Madrid",Puente De Vallecas,13,Numancia,136,-3.6547868183395873,40.402312403210814,Energía Reactiva,kvarh,"13,4",3
2020,262,5,116,Centros escolares,Ceip Ntra Sra De La Paloma,"Calle Tabernillas, 2 28005 Madrid",Centro,1,Palacio,11,-3.7106372993064745,40.411427160112815,Energía Reactiva,kvarh,"0,1",3
2020,264,5,167,Centros escolares,Ceip Ntra Sra Fuencisla,"Calle Tomelloso, 39 28026 Madrid",Usera,12,Almendrales,124,-3.6972821974614196,40.380523117574946,Energía Reactiva,kvarh,"1,6",3
2020,267,5,304,Centros escolares,Ceip Pradolongo,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,12,Zofio,126,-3.7158207588239685,40.379271000451105,Energía Reactiva,kvarh,"5,6",3
2020,269,5,108,Centros escolares,Ceip Puerto Rico,"Calle Segura, 74 28041 Madrid",Usera,12,Orcasitas,121,-3.718516174164925,40.36857243836856,Energía Reactiva,kvarh,0,3
2020,271,5,247,Centros escolares,Ceip Residencia San Ildefonso,"Calle Alfonso Vi, 1 28005 Madrid",Centro,1,Palacio,11,-3.71212631464,40.4129348523462,Energía Reactiva,kvarh,2390,3
2020,274,5,1033,Centros culturales y bibliotecas,Centro De Mayores San Francisco,"Calle Jerte, 3 (entrada Por Calle San Buenaventura, 3) 28005 Madrid",Centro,1,Palacio,11,-3.714990913868,40.4111186882429,Energía Reactiva,kvarh,"5854,5",3
2020,278,5,1987,Centros deportivos,Pabellón Jesús Rollán,"Calle Avena, 11 28026 Madrid",Usera,12,Zofio,126,-3.7152779102325,40.3760873422678,Energía Reactiva,kvarh,4126,3
2020,281,5,1174,Centros administrativos,Sede Ag Hacienda,"Calle Alcala, 45 28014 Madrid",Centro,1,Justicia,14,-3.695760433679633,40.419308936692836,Energía Reactiva,kvarh,5332,3
2020,283,6,2258,Centros culturales y bibliotecas,Biblioteca Ana María Matute,"Calle Isaac Albeniz, 1 28019 Madrid",Carabanchel,11,San Isidro,113,-3.7202936410904,40.3977521494866,Energía Reactiva,kvarh,76,3
2020,285,6,2178,Centros culturales y bibliotecas,Biblioteca Ángel González,"Calle Granja De Torrehermosa, 1 28024 Madrid",Latina,10,Aluche,104,-3.7663713097572,40.3969681670062,Energía Reactiva,kvarh,5216,3
