AÑO,ID_MEASURE,MES,ID,TIPOEDIFICIO,EDIFICIO,EDIFICIO_ALSO,DIRECCION,DISTRITO,DISTRITO_ALSO,CÓDIGO DISTRITO,BARRIO,BARRIO_ALSO,CÓDIGO BARRIO,LONGITUD,LATITUD,CLASE,UNIDADES,CONSUMO,MEASURE_TYPE_ID
2020,12,3,941,Centros culturales y bibliotecas,Biblioteca Municipal - Mario Vargas Llosa,https://www.wikidata.org/entity/Q85696212,"Calle Barcelo, 4 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.6990826662067344,40.42683538680111,active energy,kilowatt hour,3536,1
2020,13,3,941,Centros culturales y bibliotecas,Biblioteca Municipal - Mario Vargas Llosa,https://www.wikidata.org/entity/Q85696212,"Calle Barcelo, 4 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.6990826662067344,40.42683538680111,reactive energy,var,1190,2
2020,14,3,850,Centros culturales y bibliotecas,Biblioteca Municipal - Miguel Delibes,https://www.wikidata.org/entity/Q85696085,"Calle Arroyo Belincoso, 11 (junto A Centro Cultural Eduardo Chillida) 28030 Madrid",Moratalaz,https://www.wikidata.org/entity/Q2076109,14,Media Legua,https://www.wikidata.org/entity/Q9031035,144,-3.6530587077141,40.4097421858525,active energy,kilowatt hour,5930,1
2020,15,3,850,Centros culturales y bibliotecas,Biblioteca Municipal - Miguel Delibes,https://www.wikidata.org/entity/Q85696085,"Calle Arroyo Belincoso, 11 (junto A Centro Cultural Eduardo Chillida) 28030 Madrid",Moratalaz,https://www.wikidata.org/entity/Q2076109,14,Media Legua,https://www.wikidata.org/entity/Q9031035,144,-3.6530587077141,40.4097421858525,reactive energy,var,1259,2
2020,16,3,702,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Pablo Neruda,https://www.wikidata.org/entity/Q85697951,"Calle Ascao, 4 28017 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Pueblo Nuevo,https://www.wikidata.org/entity/Q71753,152,-3.641334923876934,40.42963395178173,active energy,kilowatt hour,4523,1
2020,17,3,20,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Pío Baroja,https://www.wikidata.org/entity/Q85697953,"Calle Arganda, 12 28005 Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Las Acacias,https://www.wikidata.org/entity/Q3319190,22,-3.7076765298843,40.4002580548243,active energy,kilowatt hour,4021,1
2020,18,3,20,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Pío Baroja,https://www.wikidata.org/entity/Q85697953,"Calle Arganda, 12 28005 Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Las Acacias,https://www.wikidata.org/entity/Q3319190,22,-3.7076765298843,40.4002580548243,reactive energy,var,933,2
2020,19,3,906,Centros culturales y bibliotecas,cuartel del Conde-Duque,https://www.wikidata.org/entity/Q5191859,"Calle Conde Duque, 11 28015 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Universidad,https://www.wikidata.org/entity/Q10387767,15,-3.710680603981,40.4272912991656,active energy,kilowatt hour,0,1
2020,20,3,906,Centros culturales y bibliotecas,cuartel del Conde-Duque,https://www.wikidata.org/entity/Q5191859,"Calle Conde Duque, 11 28015 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Universidad,https://www.wikidata.org/entity/Q10387767,15,-3.710680603981,40.4272912991656,reactive energy,var,0,2
2020,21,3,288,Centros culturales y bibliotecas,La Vaguada,https://www.wikidata.org/entity/Q6465598,"Avenida  Monforte De Lemos, 38 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Pilar,https://www.wikidata.org/entity/Q3773964,84,-3.7091651558876,40.4790171574762,active energy,kilowatt hour,17423,1
2020,22,3,1763,Centros culturales y bibliotecas,Cc Valdebernardo Y Biblioteca Francisco Ayala,,"Bulevar Indalecio Prieto, 21 28032 Madrid",Vicálvaro,https://www.wikidata.org/entity/Q589403,19,Valdebernardo,https://www.wikidata.org/entity/Q43025212,192,-3.6210706830025,40.3998728193385,active energy,kilowatt hour,"5799,7581",1
2020,23,3,853,Centros culturales y bibliotecas,Biblioteca Pública Municipal - Gloria Fuertes,https://www.wikidata.org/entity/Q85697917,"Avenida Logroño, 179 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Corralejos,https://www.wikidata.org/entity/Q10260772,215,-3.5930771416345286,40.461008617871926,active energy,kilowatt hour,"3010,436",1
2020,24,3,1119,Centros mixtos,Centro Dotacional Integrado Arganzuela,https://www.wikidata.org/entity/Q16545668,"Calle Canarias, 17 28045 Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Palos de la Frontera,https://www.wikidata.org/entity/Q521009,26,-3.6954429745674,40.4026590845045,active energy,kilowatt hour,41459,1
2020,25,3,1119,Centros mixtos,Centro Dotacional Integrado Arganzuela,https://www.wikidata.org/entity/Q16545668,"Calle Canarias, 17 28045 Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Palos de la Frontera,https://www.wikidata.org/entity/Q521009,26,-3.6954429745674,40.4026590845045,reactive energy,var,8505,2
2020,26,3,631,Centros deportivos,Centro Deportivo Municipal Aluche,https://www.wikidata.org/entity/Q63191263,"Avenida De Las Aguilas, 14 28044 Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Las Águilas,https://www.wikidata.org/entity/Q5971372,107,-3.7716686725616,40.3830956005522,active energy,kilowatt hour,20675,1
2020,27,3,631,Centros deportivos,Centro Deportivo Municipal Aluche,https://www.wikidata.org/entity/Q63191263,"Avenida De Las Aguilas, 14 28044 Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Las Águilas,https://www.wikidata.org/entity/Q5971372,107,-3.7716686725616,40.3830956005522,reactive energy,var,1949,2
2020,28,3,1971,Centros deportivos,Cdm Ángel Nieto - Puente De Vallecas,,"Calle Payaso Fofo, 7 28018 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Palomeras Bajas,https://www.wikidata.org/entity/Q10343902,133,-3.6594303931969576,40.39165542230783,active energy,kilowatt hour,33145,1
2020,29,3,1971,Centros deportivos,Cdm Ángel Nieto - Puente De Vallecas,,"Calle Payaso Fofo, 7 28018 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Palomeras Bajas,https://www.wikidata.org/entity/Q10343902,133,-3.6594303931969576,40.39165542230783,reactive energy,var,8590,2
2020,30,3,1692,Centros deportivos,Cdm Barajas,,"Avenida Logroño, 70 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Alameda de Osuna,https://www.wikidata.org/entity/Q760737,211,-3.5866347723157004,40.46294933734348,active energy,kilowatt hour,45869,1
2020,31,3,1692,Centros deportivos,Cdm Barajas,,"Avenida Logroño, 70 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Alameda de Osuna,https://www.wikidata.org/entity/Q760737,211,-3.5866347723157004,40.46294933734348,reactive energy,var,2764,2
2020,32,3,1918,Centros deportivos,Centro Deportivo Municipal Cerro Almodóvar,https://www.wikidata.org/entity/Q63191254,"Calle Cerro De Almodovar, 9 28007 Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Santa Eugenia,https://www.wikidata.org/entity/Q390463,182,-3.6023182815488193,40.38281136695731,active energy,kilowatt hour,35192,1
2020,33,3,1918,Centros deportivos,Centro Deportivo Municipal Cerro Almodóvar,https://www.wikidata.org/entity/Q63191254,"Calle Cerro De Almodovar, 9 28007 Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Santa Eugenia,https://www.wikidata.org/entity/Q390463,182,-3.6023182815488193,40.38281136695731,reactive energy,var,4859,2
2020,34,3,1825,Centros deportivos,Centro Deportivo Municipal Concepción,https://www.wikidata.org/entity/Q63191273,"Calle Jose Del Hierro, 5 28027 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Concepción,https://www.wikidata.org/entity/Q11915156,154,-3.648873879700902,40.437198629630075,active energy,kilowatt hour,20775,1
2020,35,3,1825,Centros deportivos,Centro Deportivo Municipal Concepción,https://www.wikidata.org/entity/Q63191273,"Calle Jose Del Hierro, 5 28027 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Concepción,https://www.wikidata.org/entity/Q11915156,154,-3.648873879700902,40.437198629630075,reactive energy,var,5530,2
2020,36,3,1892,Centros deportivos,Cdm Faustina Valladolid - Valdebernardo,,"Calle Ladera De Los Almendros, 2 28032 Madrid",Vicálvaro,https://www.wikidata.org/entity/Q589403,19,Casco Histórico de Vicálvaro,https://www.wikidata.org/entity/Q16544374,191,-3.6222312937684507,40.40438332871522,active energy,kilowatt hour,52582,1
2020,37,3,1892,Centros deportivos,Cdm Faustina Valladolid - Valdebernardo,,"Calle Ladera De Los Almendros, 2 28032 Madrid",Vicálvaro,https://www.wikidata.org/entity/Q589403,19,Casco Histórico de Vicálvaro,https://www.wikidata.org/entity/Q16544374,191,-3.6222312937684507,40.40438332871522,reactive energy,var,890,2
2020,38,3,1140,Centros deportivos,Centro Deportivo Municipal Gallur,https://www.wikidata.org/entity/Q63191274,"Calle Gallur, 2 28047 Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Los Cármenes,https://www.wikidata.org/entity/Q10319792,101,-3.7366551160812,40.3988143311267,active energy,kilowatt hour,24989,1
2020,39,3,1929,Centros deportivos,Cdm Hortaleza,,"Carretera Estacion De Hortaleza, 11 28033 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Apóstol Santiago,https://www.wikidata.org/entity/Q11906303,165,-3.6520428109526883,40.478883218418986,active energy,kilowatt hour,12927,1
2020,40,3,1929,Centros deportivos,Cdm Hortaleza,,"Carretera Estacion De Hortaleza, 11 28033 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Apóstol Santiago,https://www.wikidata.org/entity/Q11906303,165,-3.6520428109526883,40.478883218418986,reactive energy,var,891,2
2020,41,3,1771,Centros deportivos,Cdm La Masó,,"Calle Maso, 80 (c/v Ventisquero De La Condesa) 28034 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,Mirasierra,https://www.wikidata.org/entity/Q31134,87,-3.7153208255768,40.4851944115249,active energy,kilowatt hour,77416,1
2020,42,3,1771,Centros deportivos,Cdm La Masó,,"Calle Maso, 80 (c/v Ventisquero De La Condesa) 28034 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,Mirasierra,https://www.wikidata.org/entity/Q31134,87,-3.7153208255768,40.4851944115249,reactive energy,var,8738,2
2020,43,3,1937,Centros deportivos,Cdm Luis Aragonés,,"Calle El Provencio, 20 28043 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Canillas,https://www.wikidata.org/entity/Q9694341,163,-3.62783298581013,40.46547736811336,active energy,kilowatt hour,30565,1
2020,44,3,1937,Centros deportivos,Cdm Luis Aragonés,,"Calle El Provencio, 20 28043 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Canillas,https://www.wikidata.org/entity/Q9694341,163,-3.62783298581013,40.46547736811336,reactive energy,var,2574,2
2020,45,3,844,Centros deportivos,Cdm Orcasitas,,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7127673625946,40.3758429603234,active energy,kilowatt hour,635,1
2020,46,3,844,Centros deportivos,Cdm Orcasitas,,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7127673625946,40.3758429603234,active energy,kilowatt hour,3933,1
2020,47,3,844,Centros deportivos,Cdm Orcasitas,,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7127673625946,40.3758429603234,reactive energy,var,0,2
2020,48,3,844,Centros deportivos,Cdm Orcasitas,,"Avenida Rafaela Ybarra, 52 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7127673625946,40.3758429603234,reactive energy,var,1542,2
2020,49,3,1114,Centros deportivos,Cdm Plata Y Castañar,,"Paseo Plata Y Castañar, 7 28021 Madrid",Villaverde,https://www.wikidata.org/entity/Q919536,17,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/entity/Q390435,171,-3.7170958691991935,40.35076438371904,active energy,kilowatt hour,51373,1
2020,50,3,1114,Centros deportivos,Cdm Plata Y Castañar,,"Paseo Plata Y Castañar, 7 28021 Madrid",Villaverde,https://www.wikidata.org/entity/Q919536,17,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/entity/Q390435,171,-3.7170958691991935,40.35076438371904,reactive energy,var,1321,2
2020,51,3,1941,Centros deportivos,Cdm Playa Victoria,,"Calle Hierbabuena, 2 28039 Madrid",Tetuán,https://www.wikidata.org/entity/Q1773540,6,Berruguete,https://www.wikidata.org/entity/Q11909208,66,-3.7016309815462454,40.459185470607935,active energy,kilowatt hour,16068,1
2020,52,3,1941,Centros deportivos,Cdm Playa Victoria,,"Calle Hierbabuena, 2 28039 Madrid",Tetuán,https://www.wikidata.org/entity/Q1773540,6,Berruguete,https://www.wikidata.org/entity/Q11909208,66,-3.7016309815462454,40.459185470607935,reactive energy,var,1552,2
2020,53,3,1889,Centros deportivos,Centro Deportivo Municipal Pueblo Nuevo,https://www.wikidata.org/entity/Q63191253,"Calle Francisco Rioja, 14 28017 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Pueblo Nuevo,https://www.wikidata.org/entity/Q71753,152,-3.6380132760089876,40.43014181400333,active energy,kilowatt hour,15188,1
2020,54,3,1889,Centros deportivos,Centro Deportivo Municipal Pueblo Nuevo,https://www.wikidata.org/entity/Q63191253,"Calle Francisco Rioja, 14 28017 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Pueblo Nuevo,https://www.wikidata.org/entity/Q71753,152,-3.6380132760089876,40.43014181400333,reactive energy,var,6604,2
2020,55,3,1541,Centros deportivos,Centro Deportivo Municipal Marqués de Samaranch,https://www.wikidata.org/entity/Q63191216,"Paseo Imperial, 20 28005 Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Imperial,https://www.wikidata.org/entity/Q3773740,21,-3.7174746394157,40.4074954036895,active energy,kilowatt hour,53511,1
2020,56,3,1942,Centros deportivos,Centro Deportivo Municipal San Blas,https://www.wikidata.org/entity/Q63191258,"Calle Arcos De Jalon, 59 28037 Madrid",San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,20,Hellín,https://www.wikidata.org/entity/Q10294546,202,-3.6129409074783,40.4287119519523,active energy,kilowatt hour,0,1
2020,57,3,1945,Centros deportivos,Cdm San Juan Bautista,,"Calle Treviana, 1 28043 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,San Juan Bautista,https://www.wikidata.org/entity/Q165609,156,-3.657745672316187,40.44796198220766,active energy,kilowatt hour,18737,1
2020,58,3,1945,Centros deportivos,Cdm San Juan Bautista,,"Calle Treviana, 1 28043 Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,San Juan Bautista,https://www.wikidata.org/entity/Q165609,156,-3.657745672316187,40.44796198220766,reactive energy,var,11411,2
2020,59,3,1950,Centros deportivos,Centro Deportivo Municipal Vicente del Bosque,https://www.wikidata.org/entity/Q63191252,"Avenida Monforte De Lemos, 13 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,La Paz,https://www.wikidata.org/entity/Q5869740,85,-3.6939060688019,40.4783396017234,active energy,kilowatt hour,0,1
2020,60,3,1950,Centros deportivos,Centro Deportivo Municipal Vicente del Bosque,https://www.wikidata.org/entity/Q63191252,"Avenida Monforte De Lemos, 13 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,La Paz,https://www.wikidata.org/entity/Q5869740,85,-3.6939060688019,40.4783396017234,reactive energy,var,0,2
2020,61,3,1656,Centros deportivos,Cdm Wilfred Agbonavbare - Alberto García,,"Calle Reguera De Tomateros, 39b, 28053 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Entrevías,https://www.wikidata.org/entity/Q71756,131,-3.6560976103843,40.37204305783915,active energy,kilowatt hour,28350,1
2020,62,3,1656,Centros deportivos,Cdm Wilfred Agbonavbare - Alberto García,,"Calle Reguera De Tomateros, 39b, 28053 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Entrevías,https://www.wikidata.org/entity/Q71756,131,-3.6560976103843,40.37204305783915,reactive energy,var,724,2
2020,63,3,658,Centros escolares,Ceip Bolivia,,"Calle Villavaliente, 29 28011 Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Lucero,https://www.wikidata.org/entity/Q31162,103,-3.7500195164933143,40.40760080843823,active energy,kilowatt hour,2188,1
2020,64,3,658,Centros escolares,Ceip Bolivia,,"Calle Villavaliente, 29 28011 Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Lucero,https://www.wikidata.org/entity/Q31162,103,-3.7500195164933143,40.40760080843823,reactive energy,var,"13,8",2
2020,65,3,49,Centros escolares,Ceip Claudio Moyano,,"Calle Cea Bermudez, 26 28003 Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Vallehermoso,https://www.wikidata.org/entity/Q6122685,76,-3.708257053283696,40.439115564429116,active energy,kilowatt hour,"3182,7",1
2020,66,3,49,Centros escolares,Ceip Claudio Moyano,,"Calle Cea Bermudez, 26 28003 Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Vallehermoso,https://www.wikidata.org/entity/Q6122685,76,-3.708257053283696,40.439115564429116,reactive energy,var,"105,3",2
2020,67,3,278,Centros escolares,Colegio Concepción Arenal,https://www.wikidata.org/entity/Q5776876,"Calle Antonio Lopez, 1 28019 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Comillas,https://www.wikidata.org/entity/Q955844,111,-3.7110683133563716,40.39824381077428,active energy,kilowatt hour,7099,1
2020,68,3,278,Centros escolares,Colegio Concepción Arenal,https://www.wikidata.org/entity/Q5776876,"Calle Antonio Lopez, 1 28019 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Comillas,https://www.wikidata.org/entity/Q955844,111,-3.7110683133563716,40.39824381077428,reactive energy,var,1854,2
2020,69,3,582,Centros escolares,Ceip Isaac Peral,,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Puerta Bonita,https://www.wikidata.org/entity/Q3813762,115,-3.729999509109673,40.38645824863816,active energy,kilowatt hour,"2239,2",1
2020,70,3,582,Centros escolares,Ceip Isaac Peral,,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Puerta Bonita,https://www.wikidata.org/entity/Q3813762,115,-3.729999509109673,40.38645824863816,reactive energy,var,"1,8",2
2020,71,3,1028,Centros escolares,Ceip Madroño,,"Calle Las Marismas, 14 28038 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Numancia,https://www.wikidata.org/entity/Q10338144,136,-3.6547868183395873,40.402312403210814,active energy,kilowatt hour,1822,1
2020,72,3,1028,Centros escolares,Ceip Madroño,,"Calle Las Marismas, 14 28038 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Numancia,https://www.wikidata.org/entity/Q10338144,136,-3.6547868183395873,40.402312403210814,reactive energy,var,"54,3",2
2020,73,3,116,Centros escolares,Colegio Público Nuestra Señora de la Paloma,https://www.wikidata.org/entity/Q29510602,"Calle Tabernillas, 2 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7106372993064745,40.411427160112815,active energy,kilowatt hour,"5823,4",1
2020,74,3,116,Centros escolares,Colegio Público Nuestra Señora de la Paloma,https://www.wikidata.org/entity/Q29510602,"Calle Tabernillas, 2 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7106372993064745,40.411427160112815,reactive energy,var,"0,8",2
2020,75,3,167,Centros escolares,Ceip Ntra Sra Fuencisla,,"Calle Tomelloso, 39 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Almendrales,https://www.wikidata.org/entity/Q9604761,124,-3.6972821974614196,40.380523117574946,active energy,kilowatt hour,3479,1
2020,76,3,167,Centros escolares,Ceip Ntra Sra Fuencisla,,"Calle Tomelloso, 39 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Almendrales,https://www.wikidata.org/entity/Q9604761,124,-3.6972821974614196,40.380523117574946,reactive energy,var,"110,4",2
2020,77,3,209,Centros escolares,Ceip Pi I Margall,,"Plaza Dos De Mayo, 2 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Universidad,https://www.wikidata.org/entity/Q10387767,15,-3.7046107649803,40.4268327144929,active energy,kilowatt hour,"1704,9",1
2020,78,3,304,Centros escolares,Ceip Pradolongo,,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7158207588239685,40.379271000451105,active energy,kilowatt hour,"4660,4",1
2020,79,3,304,Centros escolares,Ceip Pradolongo,,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7158207588239685,40.379271000451105,reactive energy,var,"13,9",2
2020,80,3,108,Centros escolares,Ceip Puerto Rico,,"Calle Segura, 74 28041 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasitas,https://www.wikidata.org/entity/Q3773941,121,-3.718516174164925,40.36857243836856,active energy,kilowatt hour,"3000,7",1
2020,81,3,108,Centros escolares,Ceip Puerto Rico,,"Calle Segura, 74 28041 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasitas,https://www.wikidata.org/entity/Q3773941,121,-3.718516174164925,40.36857243836856,reactive energy,var,"20,1",2
2020,82,3,247,Centros escolares,Ceip Residencia San Ildefonso,,"Calle Alfonso Vi, 1 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.71212631464,40.4129348523462,active energy,kilowatt hour,6495,1
2020,83,3,247,Centros escolares,Ceip Residencia San Ildefonso,,"Calle Alfonso Vi, 1 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.71212631464,40.4129348523462,reactive energy,var,2149,2
2020,84,3,177,Centros escolares,Ceip Vázquez De Mella,,"Calle Bailen, 18 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7140360474586,40.4121016245246,active energy,kilowatt hour,"1893,9",1
