AÑO,ID_MEASURE,MES,ID,TIPOEDIFICIO,EDIFICIO,EDIFICIO_ALSO,DIRECCION,DISTRITO,DISTRITO_ALSO,CÓDIGO DISTRITO,BARRIO,BARRIO_ALSO,CÓDIGO BARRIO,LONGITUD,LATITUD,CLASE,UNIDADES,CONSUMO,MEASURE_TYPE_ID
2021,2839,10,27,Centros escolares,Ceip Escuelas Aguirre,,"Calle  Pio Baroja,  4  28009  Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Niño Jesús,https://www.wikidata.org/entity/Q3773746,36,-3.67465694323403,40.4144917901955,reactive energy,var,258,2
2021,2840,10,28,Centros escolares,Ceip Fernando El Católico,,"Calle  Fernando El Catolico,  16  28015  Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Arapiles,https://www.wikidata.org/entity/Q10856744,72,-3.70909241205986,40.4340817975365,active energy,kilowatt hour,"5587,7",1
2021,2841,10,28,Centros escolares,Ceip Fernando El Católico,,"Calle  Fernando El Catolico,  16  28015  Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Arapiles,https://www.wikidata.org/entity/Q10856744,72,-3.70909241205986,40.4340817975365,reactive energy,var,"647,1",2
2021,2842,10,582,Centros escolares,Ceip Isaac Peral,,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Puerta Bonita,https://www.wikidata.org/entity/Q3813762,115,-3.729999509109673,40.38645824863816,active energy,kilowatt hour,"1948,1",1
2021,2843,10,582,Centros escolares,Ceip Isaac Peral,,"Glorieta Rufino Novalvos, 5 28025 Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Puerta Bonita,https://www.wikidata.org/entity/Q3813762,115,-3.729999509109673,40.38645824863816,reactive energy,var,"1,3",2
2021,2844,10,1028,Centros escolares,Ceip Madroño,,"Calle Las Marismas, 14 28038 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Numancia,https://www.wikidata.org/entity/Q10338144,136,-3.6547868183395873,40.402312403210814,active energy,kilowatt hour,"2408,3",1
2021,2845,10,1028,Centros escolares,Ceip Madroño,,"Calle Las Marismas, 14 28038 Madrid",Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,13,Numancia,https://www.wikidata.org/entity/Q10338144,136,-3.6547868183395873,40.402312403210814,reactive energy,var,"15,8",2
2021,2846,10,116,Centros escolares,Colegio Público Nuestra Señora de la Paloma,https://www.wikidata.org/entity/Q29510602,"Calle Tabernillas, 2 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7106372993064745,40.411427160112815,active energy,kilowatt hour,"7908,3",1
2021,2847,10,116,Centros escolares,Colegio Público Nuestra Señora de la Paloma,https://www.wikidata.org/entity/Q29510602,"Calle Tabernillas, 2 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7106372993064745,40.411427160112815,reactive energy,var,"2,4",2
2021,2848,10,167,Centros escolares,Ceip Ntra Sra Fuencisla,,"Calle Tomelloso, 39 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Almendrales,https://www.wikidata.org/entity/Q9604761,124,-3.6972821974614196,40.380523117574946,active energy,kilowatt hour,"3778,2",1
2021,2849,10,167,Centros escolares,Ceip Ntra Sra Fuencisla,,"Calle Tomelloso, 39 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Almendrales,https://www.wikidata.org/entity/Q9604761,124,-3.6972821974614196,40.380523117574946,reactive energy,var,0,2
2021,2850,10,342,Centros escolares,Ceip Patriarca Obispo Elio Garay,,"Calle  Lopez De Hoyos,  40  28006  Madrid",Chamartín,https://www.wikidata.org/entity/Q1766348,5,El Viso,https://www.wikidata.org/entity/Q4778,51,-3.6775271587200176,40.44124810405872,active energy,kilowatt hour,"3335,2",1
2021,2851,10,342,Centros escolares,Ceip Patriarca Obispo Elio Garay,,"Calle  Lopez De Hoyos,  40  28006  Madrid",Chamartín,https://www.wikidata.org/entity/Q1766348,5,El Viso,https://www.wikidata.org/entity/Q4778,51,-3.6775271587200176,40.44124810405872,reactive energy,var,"60,6",2
2021,2852,10,209,Centros escolares,Ceip Pi I Margall,,"Plaza Dos De Mayo, 2 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Universidad,https://www.wikidata.org/entity/Q10387767,15,-3.7046107649803,40.4268327144929,active energy,kilowatt hour,"2585,6",1
2021,2853,10,304,Centros escolares,Ceip Pradolongo,,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7158207588239685,40.379271000451105,active energy,kilowatt hour,"4573,4",1
2021,2854,10,304,Centros escolares,Ceip Pradolongo,,"Calle Parque De La Paloma, 9 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7158207588239685,40.379271000451105,reactive energy,var,"0,2",2
2021,2855,10,108,Centros escolares,Ceip Puerto Rico,,"Calle Segura, 74 28041 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasitas,https://www.wikidata.org/entity/Q3773941,121,-3.718516174164925,40.36857243836856,active energy,kilowatt hour,"3003,1",1
2021,2856,10,108,Centros escolares,Ceip Puerto Rico,,"Calle Segura, 74 28041 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasitas,https://www.wikidata.org/entity/Q3773941,121,-3.718516174164925,40.36857243836856,reactive energy,var,0,2
2021,2857,10,247,Centros escolares,Ceip Residencia San Ildefonso,,"Calle Alfonso Vi, 1 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.71212631464,40.4129348523462,active energy,kilowatt hour,8351,1
2021,2858,10,247,Centros escolares,Ceip Residencia San Ildefonso,,"Calle Alfonso Vi, 1 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.71212631464,40.4129348523462,reactive energy,var,2251,2
2021,2859,10,143,Centros escolares,Ceip Rufino Blanco,,"Calle  General Alvarez De Castro,  46  28010  Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Trafalgar,https://www.wikidata.org/entity/Q10384027,73,-3.7020038809679128,40.438300660515864,active energy,kilowatt hour,"15836,2",1
2021,2860,10,143,Centros escolares,Ceip Rufino Blanco,,"Calle  General Alvarez De Castro,  46  28010  Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Trafalgar,https://www.wikidata.org/entity/Q10384027,73,-3.7020038809679128,40.438300660515864,reactive energy,var,"365,6",2
2021,2861,10,31,Centros escolares,Ceip San Isidoro,,"Calle  Fuenterrabia,  15  28014  Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Pacífico,https://www.wikidata.org/entity/Q3773753,31,-3.6812457537336245,40.40679188136205,active energy,kilowatt hour,"3772,6",1
2021,2862,10,31,Centros escolares,Ceip San Isidoro,,"Calle  Fuenterrabia,  15  28014  Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Pacífico,https://www.wikidata.org/entity/Q3773753,31,-3.6812457537336245,40.40679188136205,reactive energy,var,"1500,6",2
2021,2863,10,177,Centros escolares,Ceip Vázquez De Mella,,"Calle Bailen, 18 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7140360474586,40.4121016245246,active energy,kilowatt hour,"2437,8",1
2021,2864,10,1033,Centros culturales y bibliotecas,Centro De Mayores San Francisco,,"Calle Jerte, 3 (entrada Por Calle San Buenaventura, 3) 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.714990913868,40.4111186882429,active energy,kilowatt hour,"16573,8",1
2021,2865,10,1033,Centros culturales y bibliotecas,Centro De Mayores San Francisco,,"Calle Jerte, 3 (entrada Por Calle San Buenaventura, 3) 28005 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.714990913868,40.4111186882429,reactive energy,var,"2938,4",2
2021,2866,10,35,Centros culturales y bibliotecas,Cmm Acuario,,"Calle Acuario, 27 Planta 1ª 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Casco Histórico de Barajas,https://www.wikidata.org/entity/Q9701730,213,-3.574747837304356,40.47618149000194,active energy,kilowatt hour,"5993,8",1
2021,2867,10,35,Centros culturales y bibliotecas,Cmm Acuario,,"Calle Acuario, 27 Planta 1ª 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Casco Histórico de Barajas,https://www.wikidata.org/entity/Q9701730,213,-3.574747837304356,40.47618149000194,reactive energy,var,"871,4",2
2021,2868,10,95,Centros culturales y bibliotecas,Cmm El Almendro,,"Calle  Ladera De Los Almendros,  6  28032  Madrid",Vicálvaro,https://www.wikidata.org/entity/Q589403,19,Casco Histórico de Vicálvaro,https://www.wikidata.org/entity/Q16544374,191,-3.622723456977055,40.40345225985573,active energy,kilowatt hour,6545,1
2021,2869,10,95,Centros culturales y bibliotecas,Cmm El Almendro,,"Calle  Ladera De Los Almendros,  6  28032  Madrid",Vicálvaro,https://www.wikidata.org/entity/Q589403,19,Casco Histórico de Vicálvaro,https://www.wikidata.org/entity/Q16544374,191,-3.622723456977055,40.40345225985573,reactive energy,var,4090,2
2021,2870,10,39,Centros culturales y bibliotecas,Cmm Orcasur,,"Avenida  Orcasur,  60  28041  Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasur,https://www.wikidata.org/entity/Q10341270,122,-3.69954710390932,40.368311695306396,active energy,kilowatt hour,11637,1
2021,2871,10,39,Centros culturales y bibliotecas,Cmm Orcasur,,"Avenida  Orcasur,  60  28041  Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Orcasur,https://www.wikidata.org/entity/Q10341270,122,-3.69954710390932,40.368311695306396,reactive energy,var,9233,2
2021,2872,10,40,Centros culturales y bibliotecas,Cmm Villa Vallecas,,"Calle  Pico Mampodre,  6  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.6208477950435194,40.377553764465986,active energy,kilowatt hour,"6629,5",1
2021,2873,10,40,Centros culturales y bibliotecas,Cmm Villa Vallecas,,"Calle  Pico Mampodre,  6  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.6208477950435194,40.377553764465986,reactive energy,var,4590,2
2021,2874,10,1359,Centros mixtos,Centro Cultural San Juan Bautista,https://www.wikidata.org/entity/Q110746553,"Calle San Román Del Valle, 8 28037 Madrid",San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,20,Arcos,https://www.wikidata.org/entity/Q9627876,204,-3.621739896888182,40.41967156295551,active energy,kilowatt hour,"2872,6",1
2021,2875,10,1359,Centros mixtos,Centro Cultural San Juan Bautista,https://www.wikidata.org/entity/Q110746553,"Calle San Román Del Valle, 8 28037 Madrid",San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,20,Arcos,https://www.wikidata.org/entity/Q9627876,204,-3.621739896888182,40.41967156295551,reactive energy,var,"36,7",2
2021,2876,10,1083,Centros mixtos,Centro Cultural La Vaguada,https://www.wikidata.org/entity/Q24707669,"Avenida Monforte De Lemos, 38-40 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Pilar,https://www.wikidata.org/entity/Q3773964,84,-3.709012712706959,40.479004163276095,active energy,kilowatt hour,92831,1
2021,2877,10,1083,Centros mixtos,Centro Cultural La Vaguada,https://www.wikidata.org/entity/Q24707669,"Avenida Monforte De Lemos, 38-40 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Pilar,https://www.wikidata.org/entity/Q3773964,84,-3.709012712706959,40.479004163276095,reactive energy,var,31852,2
2021,2878,10,2204,Centros culturales y bibliotecas,Complejo Sanchinarro,,"C/ Princesa Éboli, 29",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Valdefuentes,https://www.wikidata.org/entity/Q10388714,166,-3.65526174471725,40.4903531015737,active energy,kilowatt hour,"7974,6",1
2021,2879,10,473,Centros sociales,Centro Integrado Teresa de Calcuta,https://www.wikidata.org/entity/Q110746556,"Plaza Navio, 4 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Alameda de Osuna,https://www.wikidata.org/entity/Q760737,211,-3.5871353643605675,40.45552661743925,active energy,kilowatt hour,"10722,5",1
2021,2880,10,473,Centros sociales,Centro Integrado Teresa de Calcuta,https://www.wikidata.org/entity/Q110746556,"Plaza Navio, 4 28042 Madrid",Barajas,https://www.wikidata.org/entity/Q807230,21,Alameda de Osuna,https://www.wikidata.org/entity/Q760737,211,-3.5871353643605675,40.45552661743925,reactive energy,var,273,2
2021,2881,10,44,Centros mixtos,Csc García Lorca,,"Calle  Eugenia De Montijo,  105  28044  Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Buenavista,https://www.wikidata.org/entity/Q953929,116,-3.7506920153715964,40.37426253091966,active energy,kilowatt hour,"2419,4",1
2021,2882,10,44,Centros mixtos,Csc García Lorca,,"Calle  Eugenia De Montijo,  105  28044  Madrid",Carabanchel,https://www.wikidata.org/entity/Q1001991,11,Buenavista,https://www.wikidata.org/entity/Q953929,116,-3.7506920153715964,40.37426253091966,reactive energy,var,"456,7",2
2021,2883,10,2446,Centros mixtos,Csc Montecarmelo,,"Avenida  Monasterio De Silos,  57  28049  Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Goloso,https://www.wikidata.org/entity/Q10271137,88,-3.696952039577801,40.504630657712134,active energy,kilowatt hour,"13268,7",1
2021,2884,10,2446,Centros mixtos,Csc Montecarmelo,,"Avenida  Monasterio De Silos,  57  28049  Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Goloso,https://www.wikidata.org/entity/Q10271137,88,-3.696952039577801,40.504630657712134,reactive energy,var,"100,7",2
2021,2885,10,50,Centros sociales,Css Guindalera,,"Calle  Pilar De Zaragoza,  28  28028  Madrid",Salamanca,https://www.wikidata.org/entity/Q1773521,4,La Guindalera,https://www.wikidata.org/entity/Q3814559,44,-3.668341226294794,40.4336709406958,active energy,kilowatt hour,11963,1
2021,2886,10,50,Centros sociales,Css Guindalera,,"Calle  Pilar De Zaragoza,  28  28028  Madrid",Salamanca,https://www.wikidata.org/entity/Q1773521,4,La Guindalera,https://www.wikidata.org/entity/Q3814559,44,-3.668341226294794,40.4336709406958,reactive energy,var,"3544,2",2
2021,2887,10,51,Centros sociales,Css José Villarreal,,"Calle  Guillermo De Osma,  14  28045  Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,La Chopera,https://www.wikidata.org/entity/Q3773750,23,-3.69781018604504,40.3945361930946,active energy,kilowatt hour,12860,1
2021,2888,10,51,Centros sociales,Css José Villarreal,,"Calle  Guillermo De Osma,  14  28045  Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,La Chopera,https://www.wikidata.org/entity/Q3773750,23,-3.69781018604504,40.3945361930946,reactive energy,var,1177,2
2021,2889,10,52,Centros sociales,Css Puerto De Las Pilas,,"Calle  Fuentidueña,  16  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.6209705595929327,40.37080874645025,active energy,kilowatt hour,3740,1
2021,2890,10,52,Centros sociales,Css Puerto De Las Pilas,,"Calle  Fuentidueña,  16  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.6209705595929327,40.37080874645025,reactive energy,var,1262,2
2021,2891,10,53,Centros sociales,Css San Filiberto,,"Calle  San Filiberto,  7  28026  Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Moscardó,https://www.wikidata.org/entity/Q11937679,125,-3.7144898128018777,40.385895351398965,active energy,kilowatt hour,5609,1
2021,2892,10,53,Centros sociales,Css San Filiberto,,"Calle  San Filiberto,  7  28026  Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Moscardó,https://www.wikidata.org/entity/Q11937679,125,-3.7144898128018777,40.385895351398965,reactive energy,var,476,2
2021,2893,10,772,Centros administrativos,Junta Municipal del Distrito Centro,https://www.wikidata.org/entity/Q56164302,"Calle Mayor, 72 28013 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7107369303703,40.4155572059031,active energy,kilowatt hour,19764,1
2021,2894,10,772,Centros administrativos,Junta Municipal del Distrito Centro,https://www.wikidata.org/entity/Q56164302,"Calle Mayor, 72 28013 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Palacio,https://www.wikidata.org/entity/Q2136510,11,-3.7107369303703,40.4155572059031,reactive energy,var,4114,2
2021,2895,10,97,Centros administrativos,sede de la Junta Municipal de Chamberí,https://www.wikidata.org/entity/Q26839025,"Plaza Chamberi, 4 28010 Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Almagro,https://www.wikidata.org/entity/Q10954432,74,-3.696209393767502,40.433186008045105,active energy,kilowatt hour,9454,1
2021,2896,10,97,Centros administrativos,sede de la Junta Municipal de Chamberí,https://www.wikidata.org/entity/Q26839025,"Plaza Chamberi, 4 28010 Madrid",Chamberí,https://www.wikidata.org/entity/Q1763370,7,Almagro,https://www.wikidata.org/entity/Q10954432,74,-3.696209393767502,40.433186008045105,reactive energy,var,"641,2",2
2021,2897,10,60,Centros administrativos,Junta Municipal del Distrito de Ciudad Lineal,https://www.wikidata.org/entity/Q56190334,"Avenida  Institucion Libre De Enseñanza,  16  28037  Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Pueblo Nuevo,https://www.wikidata.org/entity/Q71753,152,-3.6364151281407935,40.43622119989908,active energy,kilowatt hour,26391,1
2021,2898,10,60,Centros administrativos,Junta Municipal del Distrito de Ciudad Lineal,https://www.wikidata.org/entity/Q56190334,"Avenida  Institucion Libre De Enseñanza,  16  28037  Madrid",Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,15,Pueblo Nuevo,https://www.wikidata.org/entity/Q71753,152,-3.6364151281407935,40.43622119989908,reactive energy,var,5696,2
2021,2899,10,1082,Centros administrativos,Junta Municipal del Distrito de Fuencarral-El Pardo,https://www.wikidata.org/entity/Q56190433,"Avenida Monforte De Lemos, 40 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Pilar,https://www.wikidata.org/entity/Q3773964,84,-3.7097284197807,40.4785409720142,active energy,kilowatt hour,"5398,2",1
2021,2900,10,1082,Centros administrativos,Junta Municipal del Distrito de Fuencarral-El Pardo,https://www.wikidata.org/entity/Q56190433,"Avenida Monforte De Lemos, 40 28029 Madrid",Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,8,El Pilar,https://www.wikidata.org/entity/Q3773964,84,-3.7097284197807,40.4785409720142,reactive energy,var,"430,4",2
2021,2901,10,61,Centros administrativos,Junta Municipal del Distrito de Hortaleza,https://www.wikidata.org/entity/Q56190091,"Carretera Canillas, 2 28043 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Canillas,https://www.wikidata.org/entity/Q9694341,163,-3.656592960667253,40.46316564352573,active energy,kilowatt hour,"7732,7",1
2021,2902,10,61,Centros administrativos,Junta Municipal del Distrito de Hortaleza,https://www.wikidata.org/entity/Q56190091,"Carretera Canillas, 2 28043 Madrid",Hortaleza,https://www.wikidata.org/entity/Q1928529,16,Canillas,https://www.wikidata.org/entity/Q9694341,163,-3.656592960667253,40.46316564352573,reactive energy,var,"4831,4",2
2021,2903,10,547,Centros administrativos,Junta Municipal del Distrito de Latina,https://www.wikidata.org/entity/Q56164656,"Avenida  Las Aguilas,  2  A  28044  Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Las Águilas,https://www.wikidata.org/entity/Q5971372,107,-3.7646888345823384,40.38514079523045,active energy,kilowatt hour,15839,1
2021,2904,10,547,Centros administrativos,Junta Municipal del Distrito de Latina,https://www.wikidata.org/entity/Q56164656,"Avenida  Las Aguilas,  2  A  28044  Madrid",Latina,https://www.wikidata.org/entity/Q794954,10,Las Águilas,https://www.wikidata.org/entity/Q5971372,107,-3.7646888345823384,40.38514079523045,reactive energy,var,3325,2
2021,2905,10,1547,Centros administrativos,Junta Municipal del Distrito de Retiro,https://www.wikidata.org/entity/Q56191993,"Plaza Daoiz Y Velarde, 2 28007 Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Pacífico,https://www.wikidata.org/entity/Q3773753,31,-3.6767484416364744,40.40260433216089,active energy,kilowatt hour,23499,1
2021,2906,10,1974,Centros administrativos,Jmd San Blas,,"Avenida Arcentales, 28 28022 Madrid",San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,20,Rosas,https://www.wikidata.org/entity/Q18880469,205,-3.6093213451679547,40.4346558664931,active energy,kilowatt hour,12537,1
2021,2907,10,1974,Centros administrativos,Jmd San Blas,,"Avenida Arcentales, 28 28022 Madrid",San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,20,Rosas,https://www.wikidata.org/entity/Q18880469,205,-3.6093213451679547,40.4346558664931,reactive energy,var,"484,1",2
2021,2908,10,64,Centros administrativos,Junta Municipal del Distrito de Tetuán,https://www.wikidata.org/entity/Q56163839,"Calle Bravo Murillo, 357 28020 Madrid",Tetuán,https://www.wikidata.org/entity/Q1773540,6,Almenara,https://www.wikidata.org/entity/Q2265427,64,-3.692941512799195,40.46519734181354,active energy,kilowatt hour,"7007,7",1
2021,2909,10,64,Centros administrativos,Junta Municipal del Distrito de Tetuán,https://www.wikidata.org/entity/Q56163839,"Calle Bravo Murillo, 357 28020 Madrid",Tetuán,https://www.wikidata.org/entity/Q1773540,6,Almenara,https://www.wikidata.org/entity/Q2265427,64,-3.692941512799195,40.46519734181354,reactive energy,var,"10,6",2
2021,2910,10,1092,Centros administrativos,Junta Municipal del Distrito de Usera,https://www.wikidata.org/entity/Q110749226,"Avenida Rafaela Ybarra, 41 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Pradolongo,https://www.wikidata.org/entity/Q10352360,127,-3.7096201207582395,40.382700337633004,active energy,kilowatt hour,16009,1
2021,2911,10,1092,Centros administrativos,Junta Municipal del Distrito de Usera,https://www.wikidata.org/entity/Q110749226,"Avenida Rafaela Ybarra, 41 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,Pradolongo,https://www.wikidata.org/entity/Q10352360,127,-3.7096201207582395,40.382700337633004,reactive energy,var,"2589,3",2
2021,2912,10,67,Centros administrativos,Junta Municipal del Distrito de Villa de Vallecas,https://www.wikidata.org/entity/Q56191978,"Paseo  Federico Garcia Lorca,  12  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.62145283126297,40.37888973330837,active energy,kilowatt hour,16387,1
2021,2913,10,67,Centros administrativos,Junta Municipal del Distrito de Villa de Vallecas,https://www.wikidata.org/entity/Q56191978,"Paseo  Federico Garcia Lorca,  12  28031  Madrid",Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,18,Casco Histórico de Vallecas,https://www.wikidata.org/entity/Q16544370,181,-3.62145283126297,40.37888973330837,reactive energy,var,2961,2
2021,2914,10,90,Centros administrativos,Madrid Emprende,,"Calle  Principe De Vergara,  140  Planta  1ª  28002  Madrid",Chamartín,https://www.wikidata.org/entity/Q1766348,5,Ciudad Jardín,https://www.wikidata.org/entity/Q3773744,53,-3.67786861128952,40.4443263575816,active energy,kilowatt hour,6620,1
2021,2915,10,90,Centros administrativos,Madrid Emprende,,"Calle  Principe De Vergara,  140  Planta  1ª  28002  Madrid",Chamartín,https://www.wikidata.org/entity/Q1766348,5,Ciudad Jardín,https://www.wikidata.org/entity/Q3773744,53,-3.67786861128952,40.4443263575816,reactive energy,var,5,2
2021,2916,10,70,Centros culturales y bibliotecas,Museo de Historia de Madrid,https://www.wikidata.org/entity/Q876383,"Calle Fuencarral, 78 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.7007090795268223,40.42582431585514,active energy,kilowatt hour,"9,2",1
2021,2917,10,70,Centros culturales y bibliotecas,Museo de Historia de Madrid,https://www.wikidata.org/entity/Q876383,"Calle Fuencarral, 78 28004 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.7007090795268223,40.42582431585514,reactive energy,var,"0,6",2
2021,2918,10,1987,Centros deportivos,Pabellón Jesús Rollán,,"Calle Avena, 11 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7152779102325,40.3760873422678,active energy,kilowatt hour,"26324,1",1
2021,2919,10,1987,Centros deportivos,Pabellón Jesús Rollán,,"Calle Avena, 11 28026 Madrid",Usera,https://www.wikidata.org/entity/Q953368,12,El Zofío,https://www.wikidata.org/entity/Q71751,126,-3.7152779102325,40.3760873422678,reactive energy,var,178,2
2021,2920,10,1131,Centros mixtos,Palacio de Cibeles,https://www.wikidata.org/entity/Q1849031,"Plaza Cibeles, 1 28014 Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Jerónimos,https://www.wikidata.org/entity/Q10306766,35,-3.6919909715652,40.4187965631925,active energy,kilowatt hour,478506,1
2021,2921,10,1131,Centros mixtos,Palacio de Cibeles,https://www.wikidata.org/entity/Q1849031,"Plaza Cibeles, 1 28014 Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Jerónimos,https://www.wikidata.org/entity/Q10306766,35,-3.6919909715652,40.4187965631925,reactive energy,var,21157,2
2021,2922,10,1046,Centros culturales y bibliotecas,Planetario de Madrid,https://www.wikidata.org/entity/Q9060456,"Avenida  Planetario,  16  28045  Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Legazpi,https://www.wikidata.org/entity/Q3773990,24,-3.6849454373727,40.39283930441695,active energy,kilowatt hour,"96381,4",1
2021,2923,10,1046,Centros culturales y bibliotecas,Planetario de Madrid,https://www.wikidata.org/entity/Q9060456,"Avenida  Planetario,  16  28045  Madrid",Arganzuela,https://www.wikidata.org/entity/Q2000929,2,Legazpi,https://www.wikidata.org/entity/Q3773990,24,-3.6849454373727,40.39283930441695,reactive energy,var,"1803,6",2
2021,2924,10,1174,Centros administrativos,Sede Ag Hacienda,,"Calle Alcala, 45 28014 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.695760433679633,40.419308936692836,active energy,kilowatt hour,95051,1
2021,2925,10,1174,Centros administrativos,Sede Ag Hacienda,,"Calle Alcala, 45 28014 Madrid",Centro,https://www.wikidata.org/entity/Q1763376,1,Justicia,https://www.wikidata.org/entity/Q1992319,14,-3.695760433679633,40.419308936692836,reactive energy,var,8909,2
2021,2926,11,1745,Centros sociales,Apartamentos Tutelados Retiro,,"Calle  Jose Martinez De Velasco,  22  28007  Madrid",Retiro,https://www.wikidata.org/entity/Q2002296,3,Estrella,https://www.wikidata.org/entity/Q3773738,33,-3.667718515921123,40.41481944595919,active energy,kilowatt hour,"30412,4",1
