ID,RegistrationDate,District,Hood,Street,Direction,Number,Company,Places,Longitude,Latitude
151,04-07-2015,06  TETUÁN,06-02 CUATRO CAMINOS," CALLE, DE, ORENSE"," CALLE, DE, ORENSE 10",10,BiciMAD,24,-3.6952023,40.4488617
152,04-07-2015,06  TETUÁN,06-02 CUATRO CAMINOS," AVENIDA, DEL, GENERAL PERON"," AVENIDA, DEL, GENERAL PERON 4",4,BiciMAD,24,-3.6989497,40.4527163
153,04-07-2015,06  TETUÁN,06-02 CUATRO CAMINOS," AVENIDA, DEL, GENERAL PERON"," AVENIDA, DEL, GENERAL PERON 36",36,BiciMAD,24,-3.6930894,40.45235
154,04-07-2015,06  TETUÁN,06-02 CUATRO CAMINOS," CALLE, DE, ORENSE"," CALLE, DE, ORENSE 36",36,BiciMAD,24,-3.6946736,40.4547769
155,04-07-2015,06  TETUÁN,06-02 CUATRO CAMINOS," CALLE, DE, SAN GERMÁN"," CALLE, DE, SAN GERMÁN 55",55,BiciMAD,24,-3.700864,40.4572863
156,04-07-2015,06  TETUÁN,06-03 CASTILLEJOS," CALLE, DE, SOR ANGELA DE LA CRUZ"," CALLE, DE, SOR ANGELA DE LA CRUZ 2",2,BiciMAD,24,-3.6913229,40.4592406
158,04-07-2015,05  CHAMARTÍN,05-04 HISPANOAMÉRICA," AVENIDA, DE, ALBERTO ALCOCER"," AVENIDA, DE, ALBERTO ALCOCER 22",22,BiciMAD,24,-3.6847049,40.45862
159,04-07-2015,05  CHAMARTÍN,05-04 HISPANOAMÉRICA," PASEO, DE, LA HABANA"," PASEO, DE, LA HABANA 63",63,BiciMAD,24,-3.6837348,40.4542549
160,04-07-2015,05  CHAMARTÍN,05-04 HISPANOAMÉRICA," CALLE, DE, COLOMBIA"," CALLE, DE, COLOMBIA 7",7,BiciMAD,24,-3.6766176,40.4571995
161,04-07-2015,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO," PASEO, DE LA, FLORIDA"," PASEO, DE LA, FLORIDA 8",8,BiciMAD,24,-3.7220624,40.4221372
161 ampliacion,15-09-2018,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO," PASEO, DE LA, FLORIDA"," PASEO, DE LA, FLORIDA 6",6,BiciMAD,3,-3.7219659,40.4220566
162,04-07-2015,02  ARGANZUELA,02-02 ACACIAS," PASEO, DE LOS, OLMOS"," PASEO, DE LOS, OLMOS 28",28,BiciMAD,24,-3.7107559,40.4035176
164,04-07-2015,02  ARGANZUELA,02-05 DELICIAS," PASEO, DE LAS, DELICIAS"," PASEO, DE LAS, DELICIAS 94",94,BiciMAD,24,-3.6944851,40.3971366
165,13-09-2019,02  ARGANZUELA,02-03 CHOPERA," PASEO, DE LA, CHOPERA"," PASEO, DE LA, CHOPERA 49",49,BiciMAD,27,-3.6976134,40.3928841
166,26-06-2016,01  CENTRO,01-01 PALACIO," CALLE, DE, SEGOVIA"," CALLE, DE, SEGOVIA 21",21,BiciMAD,24,-3.7133382,40.4139396
167,25-05-2017,02  ARGANZUELA,02-01 IMPERIAL," CALLE, DE, SEGOVIA"," CALLE, DE, SEGOVIA 47",47,BiciMAD,24,-3.7176456,40.4137331
168,17-10-2019,02  ARGANZUELA,02-06 PALOS DE MOGUER," PASEO, DE, SANTA MARIA DE LA CABEZA"," PASEO, DE, SANTA MARIA DE LA CABEZA 32",32,BiciMAD,24,-3.6959159,40.4045828
169,25-08-2019,02  ARGANZUELA,02-02 ACACIAS," CALLE, DE, TOLEDO"," CALLE, DE, TOLEDO 181",181,BiciMAD,24,-3.713846,40.401578
170,06-07-2019,02  ARGANZUELA,02-02 ACACIAS," PASEO, DE LA, ESPERANZA"," PASEO, DE LA, ESPERANZA 21",21,BiciMAD,24,-3.704403,40.4011039
171,06-07-2019,02  ARGANZUELA,02-05 DELICIAS," CALLE, DE, EMBAJADORES"," CALLE, DE, EMBAJADORES 97",97,BiciMAD,24,-3.6984459,40.3997626
172,05-10-2019,02  ARGANZUELA,02-06 PALOS DE MOGUER," CALLE, DE, BUSTAMANTE"," CALLE, DE, BUSTAMANTE 1",1,BiciMAD,24,-3.6935448,40.4008683
173,25-08-2019,02  ARGANZUELA,02-02 ACACIAS," PASEO, DE LA, ESPERANZA"," PASEO, DE LA, ESPERANZA 59",59,BiciMAD,24,-3.7023615,40.3981757
174,13-09-2019,02  ARGANZUELA,02-02 ACACIAS," PASEO, DE LAS, YESERIAS"," PASEO, DE LAS, YESERIAS 8",8,BiciMAD,27,-3.7063771,40.397417
175,28-06-2019,02  ARGANZUELA,02-03 CHOPERA," CALLE, DE, JAIME EL CONQUISTADOR"," CALLE, DE, JAIME EL CONQUISTADOR 30",30,BiciMAD,21,-3.6983033,40.3962687
176,21-06-2019,02  ARGANZUELA,02-05 DELICIAS," CALLE, DE, ALICANTE"," CALLE, DE, ALICANTE 3",3,BiciMAD,24,-3.6936302,40.3942411
177,21-06-2019,02  ARGANZUELA,02-05 DELICIAS," CALLE, DE, BOLIVAR"," CALLE, DE, BOLIVAR 3",3,BiciMAD,24,-3.694087,40.3915019
178,23-02-2020,03  RETIRO,03-01 PACÍFICO," CALLE, DE, LEON GIL DE PALACIO"," CALLE, DE, LEON GIL DE PALACIO 1",1,BiciMAD,24,-3.6788939,40.4030242
180,14-09-2019,02  ARGANZUELA,02-07 ATOCHA," CALLE, DE LA, RETAMA"," CALLE, DE LA, RETAMA 5",5,BiciMAD,24,-3.6759244,40.3941252
181,21-06-2019,03  RETIRO,03-04 IBIZA," CALLE, DE, IBIZA"," CALLE, DE, IBIZA 18",18,BiciMAD,27,-3.67664,40.4181748
182,30-05-2019,03  RETIRO,03-03 ESTRELLA," CALLE, DEL, ALCALDE SAINZ DE BARANDA"," CALLE, DEL, ALCALDE SAINZ DE BARANDA 90",90,BiciMAD,24,-3.6655023,40.4187145
183,04-08-2019,04  SALAMANCA,04-02 GOYA," CALLE, DE, HERMOSILLA"," CALLE, DE, HERMOSILLA 135",135,BiciMAD,24,-3.6694506,40.4256358
184,04-08-2019,04  SALAMANCA,04-03 FUENTE DEL BERRO," PASEO, DEL, MARQUES DE ZAFRA"," PASEO, DEL, MARQUES DE ZAFRA 24",24,BiciMAD,24,-3.6653095,40.4260023
185,04-08-2019,04  SALAMANCA,04-03 FUENTE DEL BERRO," GLORIETA, DEL, MARQUES DE ZAFRA"," GLORIETA, DEL, MARQUES DE ZAFRA 4",4,BiciMAD,24,-3.661533,40.4250682
186,03-10-2019,04  SALAMANCA,04-05 LISTA," CALLE, DEL, GENERAL PARDIÑAS"," CALLE, DEL, GENERAL PARDIÑAS 56",56,BiciMAD,24,-3.6782783,40.429069
187,12-07-2019,04  SALAMANCA,04-03 FUENTE DEL BERRO," CALLE, DE, ALEJANDRO GONZALEZ"," CALLE, DE, ALEJANDRO GONZALEZ 1",1,BiciMAD,24,-3.6638407,40.4301353
188,15-09-2019,15  CIUDAD LINEAL,15-01 VENTAS," AVENIDA, DE, DAROCA"," AVENIDA, DE, DAROCA 2",2,BiciMAD,27,-3.6589062,40.4311658
189,24-10-2019,15  CIUDAD LINEAL,15-04 CONCEPCIÓN," CALLE, DE LA, VIRGEN DE LA ALEGRIA"," CALLE, DE LA, VIRGEN DE LA ALEGRIA 18",18,BiciMAD,24,-3.6555431,40.4350206
190,04-08-2019,04  SALAMANCA,04-06 CASTELLANA," CALLE, DE, VELAZQUEZ"," CALLE, DE, VELAZQUEZ 91",91,BiciMAD,24,-3.6834711,40.4343761
191,26-08-2019,04  SALAMANCA,04-04 GUINDALERA," CALLE, DE, ALONSO HEREDIA"," CALLE, DE, ALONSO HEREDIA 1",1,BiciMAD,18,-3.6740365,40.4346168
192,21-06-2019,04  SALAMANCA,04-04 GUINDALERA," AVENIDA, DE LOS, TOREROS"," AVENIDA, DE LOS, TOREROS 3",3,BiciMAD,27,-3.6714315,40.431855
193,21-06-2019,04  SALAMANCA,04-04 GUINDALERA," AVENIDA, DE LOS, TOREROS"," AVENIDA, DE LOS, TOREROS 47",47,BiciMAD,24,-3.665644,40.4325204
194,03-10-2019,04  SALAMANCA,04-04 GUINDALERA," CALLE, DE, FRANCISCO SILVELA"," CALLE, DE, FRANCISCO SILVELA 86",86,BiciMAD,24,-3.6771947,40.4371986
195,03-10-2019,05  CHAMARTÍN,05-02 PROSPERIDAD," CALLE, DEL, PADRE INDALECIO HERNANDEZ"," CALLE, DEL, PADRE INDALECIO HERNANDEZ 1",1,BiciMAD,24,-3.6754913,40.4392483
196,24-10-2019,05  CHAMARTÍN,05-03 CIUDAD JARDÍN," CALLE, DE, SUERO DE QUIÑONES"," CALLE, DE, SUERO DE QUIÑONES 2",2,BiciMAD,24,-3.6750918,40.4440957
198,17-10-2019,07  CHAMBERÍ,07-04 ALMAGRO," GLORIETA, DE, RUBEN DARIO"," GLORIETA, DE, RUBEN DARIO 2",2,BiciMAD,24,-3.6915713,40.4331172
199,28-06-2019,07  CHAMBERÍ,07-01 GAZTAMBIDE," CALLE, DE, FERNANDO EL CATOLICO"," CALLE, DE, FERNANDO EL CATOLICO 61",61,BiciMAD,27,-3.7148406,40.4343244
200,09-09-2019,07  CHAMBERÍ,07-02 ARAPILES," GLORIETA, DE, QUEVEDO"," GLORIETA, DE, QUEVEDO 4",4,BiciMAD,24,-3.704671,40.4336617
201,24-10-2019,07  CHAMBERÍ,07-05 RÍOS ROSAS," CALLE, DE, JOSE ABASCAL"," CALLE, DE, JOSE ABASCAL 2",2,BiciMAD,24,-3.7038161,40.4387323
203,30-05-2019,07  CHAMBERÍ,07-06 VALLEHERMOSO," CALLE, DEL, GENERAL AMPUDIA"," CALLE, DEL, GENERAL AMPUDIA 2",2,BiciMAD,24,-3.7144239,40.4417547
204,04-08-2019,06  TETUÁN,06-01 BELLAS VISTAS," CALLE, DEL, DOCTOR SANTERO"," CALLE, DEL, DOCTOR SANTERO 1",1,BiciMAD,24,-3.7041702,40.4476606
205,21-06-2019,06  TETUÁN,06-01 BELLAS VISTAS," CALLE, DE, NAVARRA"," CALLE, DE, NAVARRA 1",1,BiciMAD,24,-3.7033408,40.4535024
206,15-09-2019,06  TETUÁN,06-06 BERRUGUETE," CALLE, DEL, MARQUES DE VIANA"," CALLE, DEL, MARQUES DE VIANA 5",5,BiciMAD,24,-3.6990499,40.4607994
207,26-07-2019,06  TETUÁN,06-05 VALDEACEDERAS," CALLE, DE LAS, AZUCENAS"," CALLE, DE LAS, AZUCENAS 1",1,BiciMAD,18,-3.6973991,40.4630291
209,03-10-2019,05  CHAMARTÍN,05-05 NUEVA ESPAÑA," PLAZA, DE, CASTILLA"," PLAZA, DE, CASTILLA 9",9,BiciMAD,24,-3.6887875,40.4656872
210,19-07-2019,01  CENTRO,01-06 SOL," CALLE, DE LAS, TRES CRUCES"," CALLE, DE LAS, TRES CRUCES 9",9,BiciMAD,27,-3.702631,40.4197538
211,23-08-2019,01  CENTRO,01-05 UNIVERSIDAD," CALLE, DEL, DESENGAÑO"," CALLE, DEL, DESENGAÑO 3",3,BiciMAD,24,-3.7025369,40.4206168
212,29-06-2020,11  CARABANCHEL,11-03 SAN ISIDRO," GLORIETA, DEL, MARQUES DE VADILLO"," GLORIETA, DEL, MARQUES DE VADILLO 9",9,BiciMAD,24,-3.7165313,40.3981605
213,18-09-2020,12  USERA,12-05 MOSCARDÓ," CALLE, DE, ANTONIO LOPEZ"," CALLE, DE, ANTONIO LOPEZ 129",129,BiciMAD,24,-3.7001575,40.3889363
214,25-10-2020,15  CIUDAD LINEAL,15-05 SAN PASCUAL," CALLE, DE LA, CONDESA DE VENADITO"," CALLE, DE LA, CONDESA DE VENADITO 2",2,BiciMAD,24,-3.6569597,40.4434012
215,25-10-2020,15  CIUDAD LINEAL,15-02 PUEBLO NUEVO," CALLE, DE, GUTIERRE DE CETINA"," CALLE, DE, GUTIERRE DE CETINA 77",77,BiciMAD,24,-3.6409697,40.4296903
216,26-10-2020,10  LATINA,10-02 PUERTA DEL ÁNGEL," PLAZA, DE LA, PUERTA DEL ANGEL"," PLAZA, DE LA, PUERTA DEL ANGEL 3",3,BiciMAD,24,-3.7288948,40.4140528
217,31-10-2020,08  FUENCARRAL-EL PARDO,08-05 LA PAZ," CALLE, DE, PEDRO RICO"," CALLE, DE, PEDRO RICO 4",4,BiciMAD,24,-3.6891094,40.4810028
218,21-11-2020,14  MORATALAZ,14-04 MEDIA LEGUA," CALLE, DEL, CAMINO DE LOS VINATEROS"," CALLE, DEL, CAMINO DE LOS VINATEROS 28",28,BiciMAD,24,-3.6573999,40.4105519
219,21-11-2020,14  MORATALAZ,14-03 MARROQUINA," CALLE, DEL, CAMINO DE LOS VINATEROS"," CALLE, DEL, CAMINO DE LOS VINATEROS 108",108,BiciMAD,24,-3.6467783,40.4083961
220,21-11-2020,14  MORATALAZ,14-04 MEDIA LEGUA," CALLE, DEL, ARROYO DE LAS PILILLAS"," CALLE, DEL, ARROYO DE LAS PILILLAS 4",4,BiciMAD,24,-3.6514264,40.4061548
221,21-11-2020,14  MORATALAZ,14-01 PAVONES," CALLE, DE LA, HACIENDA DE PAVONES"," CALLE, DE LA, HACIENDA DE PAVONES 346",346,BiciMAD,24,-3.6346859,40.4004579
222,07-12-2020,12  USERA,12-05 MOSCARDÓ," CALLE, DE, EUGENIO CAXES"," CALLE, DE, EUGENIO CAXES 5",5,BiciMAD,24,-3.7026887,40.3917816
223,07-12-2020,10  LATINA,10-01 CÁRMENES," PASEO, DE LA, ERMITA DEL SANTO"," PASEO, DE LA, ERMITA DEL SANTO 48",48,BiciMAD,24,-3.7245226,40.4064341
224,07-12-2020,10  LATINA,10-02 PUERTA DEL ÁNGEL," CALLE, DE, CARAMUEL"," CALLE, DE, CARAMUEL 52",52,BiciMAD,24,-3.7288262,40.408882
225,19-12-2020,13  PUENTE DE VALLECAS,13-06 NUMANCIA," CALLE, DE LA, SIERRA TOLEDANA"," CALLE, DE LA, SIERRA TOLEDANA 33",33,BiciMAD,24,-3.6601933,40.4026388
226,19-12-2020,13  PUENTE DE VALLECAS,13-06 NUMANCIA," CAMINO, DE, VALDERRIBAS"," CAMINO, DE, VALDERRIBAS 94",94,BiciMAD,24,-3.6606789,40.3991986
227,19-12-2020,13  PUENTE DE VALLECAS,13-02 SAN DIEGO," CALLE, DEL, ARROYO DEL OLIVAR"," CALLE, DEL, ARROYO DEL OLIVAR 4",4,BiciMAD,24,-3.6661421,40.3940355
228,19-12-2020,11  CARABANCHEL,11-01 COMILLA," CALLE, DE, SAN DELFIN"," CALLE, DE, SAN DELFIN 9",9,BiciMAD,24,-3.7080437,40.3943842
229,19-12-2020,15  CIUDAD LINEAL,15-04 CONCEPCIÓN," CALLE, DE, JOSE DEL HIERRO"," CALLE, DE, JOSE DEL HIERRO 5",5,BiciMAD,24,-3.6486507,40.4370782
230,19-12-2020,15  CIUDAD LINEAL,15-05 SAN PASCUAL," CALLE, DE, CARLOTA O'NEILL"," CALLE, DE, CARLOTA O'NEILL 32",32,BiciMAD,24,-3.6491034,40.4436986
231,19-12-2020,15  CIUDAD LINEAL,15-05 SAN PASCUAL," CALLE, DE LOS, DERECHOS HUMANOS"," CALLE, DE LOS, DERECHOS HUMANOS 14",14,BiciMAD,24,-3.6558172,40.439748
232,19-12-2020,15  CIUDAD LINEAL,15-01 VENTAS," CALLE, DE, JOSE MARIA PEREDA"," CALLE, DE, JOSE MARIA PEREDA 1",1,BiciMAD,24,-3.6485701,40.4328362
233,19-12-2020,15  CIUDAD LINEAL,15-01 VENTAS," AVENIDA, DEL, MARQUES DE CORBERA"," AVENIDA, DEL, MARQUES DE CORBERA 12",12,BiciMAD,24,-3.655633,40.4229144
234,19-12-2020,15  CIUDAD LINEAL,15-01 VENTAS," AVENIDA, DEL, MARQUES DE CORBERA"," AVENIDA, DEL, MARQUES DE CORBERA 52",52,BiciMAD,24,-3.651125,40.426163
235,19-12-2020,02  ARGANZUELA,02-04 LEGAZPI," CALLE, DEL, SODIO"," CALLE, DEL, SODIO 1",1,BiciMAD,24,-3.6911834,40.3889853
236,19-12-2020,02  ARGANZUELA,02-01 IMPERIAL," PASEO, IMPERIAL"," PASEO, IMPERIAL 20",20,BiciMAD,24,-3.7171449,40.4074236
238,19-12-2020,06  TETUÁN,06-02 CUATRO CAMINOS," CALLE, DE, SAN GERMÁN"," CALLE, DE, SAN GERMÁN 5",5,BiciMAD,24,-3.6932474,40.4562183
239,19-12-2020,06  TETUÁN,06-06 BERRUGUETE," CALLE, DE, FRANCOS RODRIGUEZ"," CALLE, DE, FRANCOS RODRIGUEZ 62",62,BiciMAD,24,-3.7079276,40.4567345
240,01-01-2021,04  SALAMANCA,04-04 GUINDALERA," AVENIDA, DE, BRASILIA"," AVENIDA, DE, BRASILIA 9",9,BiciMAD,24,-3.6609886,40.4367138
241,01-01-2021,04  SALAMANCA,04-04 GUINDALERA," AVENIDA, DE, CAMILO JOSE CELA"," AVENIDA, DE, CAMILO JOSE CELA 23",23,BiciMAD,24,-3.6677796,40.4377568
242,01-01-2021,04  SALAMANCA,04-04 GUINDALERA," AVENIDA, DE, BRUSELAS"," AVENIDA, DE, BRUSELAS 56",56,BiciMAD,24,-3.6629058,40.4394662
243,01-01-2021,04  SALAMANCA,04-04 GUINDALERA," CALLE, DE, CARTAGENA"," CALLE, DE, CARTAGENA 38",38,BiciMAD,24,-3.6700894,40.4351648
244,01-01-2021,07  CHAMBERÍ,07-06 VALLEHERMOSO," CALLE, DE, ISAAC PERAL"," CALLE, DE, ISAAC PERAL 44",44,BiciMAD,24,-3.7175468,40.4398513
245,01-01-2021,07  CHAMBERÍ,07-02 ARAPILES," CALLE, DE, GALILEO"," CALLE, DE, GALILEO 63",63,BiciMAD,24,-3.7101726,40.4364656
246,01-01-2021,07  CHAMBERÍ,07-03 TRAFALGAR," CALLE, DE, SANTA ENGRACIA"," CALLE, DE, SANTA ENGRACIA 87",87,BiciMAD,24,-3.699252,40.436026
247,01-01-2021,07  CHAMBERÍ,07-05 RÍOS ROSAS," CALLE, DE, ZURBANO"," CALLE, DE, ZURBANO 90",90,BiciMAD,24,-3.692843,40.4383672
248,01-01-2021,08  FUENCARRAL-EL PARDO,08-05 LA PAZ," CALLE, DE, SINESIO DELGADO"," CALLE, DE, SINESIO DELGADO 2",2,BiciMAD,24,-3.6878414,40.4743243
249,01-01-2021,05  CHAMARTÍN,05-06 CASTILLA," PASEO, DE LA, CASTELLANA"," PASEO, DE LA, CASTELLANA 298",298,BiciMAD,24,-3.6852959,40.4794159
250,01-01-2021,05  CHAMARTÍN,05-01 EL VISO," CALLE, DE, SERRANO"," CALLE, DE, SERRANO 113",113,BiciMAD,24,-3.6861,40.4408151
251,01-01-2021,05  CHAMARTÍN,05-02 PROSPERIDAD," CALLE, DE, SANTA HORTENSIA"," CALLE, DE, SANTA HORTENSIA 31",31,BiciMAD,24,-3.6668532,40.444183
253,01-01-2021,05  CHAMARTÍN,05-04 HISPANOAMÉRICA," CALLE, DEL, DOCTOR FLEMING"," CALLE, DEL, DOCTOR FLEMING 7",7,BiciMAD,24,-3.688443,40.455606
254,01-01-2021,05  CHAMARTÍN,05-05 NUEVA ESPAÑA," AVENIDA, DE, PIO XII"," AVENIDA, DE, PIO XII 3",3,BiciMAD,24,-3.6765549,40.4610436
255,01-01-2021,05  CHAMARTÍN,05-05 NUEVA ESPAÑA," CALLE, DEL, GENERAL LOPEZ POZAS"," CALLE, DEL, GENERAL LOPEZ POZAS 2",2,BiciMAD,24,-3.6851815,40.4637286
256,01-01-2021,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA," CALLE, DE, BEATRIZ DE BOBADILLA"," CALLE, DE, BEATRIZ DE BOBADILLA 2",2,BiciMAD,24,-3.7138353,40.4463599
257,01-01-2021,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA," AVENIDA, DE, JUAN DE HERRERA"," AVENIDA, DE, JUAN DE HERRERA 1",1,BiciMAD,24,-3.73029,40.438804
258,01-01-2021,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA," AVENIDA, COMPLUTENSE"," AVENIDA, COMPLUTENSE 14",14,BiciMAD,24,-3.7273004,40.449019
261,01-01-2021,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA," AVENIDA, COMPLUTENSE"," AVENIDA, COMPLUTENSE 7",7,BiciMAD,24,-3.7292576,40.4505032
