ID,RegistrationDate,District,District_ID,DistrictCanonized,same_as_wikidata_distrito,Hood,Hood_ID,same_as_wikidata_hood,HoodCanonized,Street,Street_ID,same_as_wikidata_street,StreetCanonized,Direction,DirectionCanonized,Number,Company,Company_ID,same_as_wikidata_company,Places,Longitude,Latitude
19,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,calle de Prim,Q28916366,https://www.wikidata.org/wiki/Q28916366,CalleDePrim, Calle De Prim 4,CalleDePrim4,4,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6953951,40.4218997
20,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,calle de Alcalá,Q2424746,https://www.wikidata.org/wiki/Q2424746,CalleDeAlcala, Calle De Alcala 49,CalleDeAlcala49,49,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6952095,40.4191989
020ampliacion,2018-07-13T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,calle de Alcalá,Q2424746,https://www.wikidata.org/wiki/Q2424746,CalleDeAlcala, Calle De Alcala 49,CalleDeAlcala49,49,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,6,-3.6952901,40.4191858
22,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol,calle de Jacometrezo,Q5651414,https://www.wikidata.org/wiki/Q5651414,CalleDeJacometrezo, Calle De Jacometrezo 1,CalleDeJacometrezo1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7064995,40.4201452
24,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,calle de Carlos III,Q29004341,https://www.wikidata.org/wiki/Q29004341,CalleDeCarlosIii, Calle De Carlos Iii 1,CalleDeCarlosIii1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7105866,40.417906
025a,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol, Plaza Del Celenque,,,PlazaDelCelenque, Plaza Del Celenque 1,PlazaDelCelenque1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7059978,40.4173416
025b,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol, Plaza Del Celenque,,,PlazaDelCelenque, Plaza Del Celenque 1,PlazaDelCelenque1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7060243,40.4172593
26,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,plaza de las Salesas,Q28916480,https://www.wikidata.org/wiki/Q28916480,PlazaDeLasSalesas, Plaza De Las Salesas 8,PlazaDeLasSalesas8,8,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6945421,40.4238308
27,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Cortes,Q2535637,https://www.wikidata.org/wiki/Q2535637,01-03Cortes,calle de Jesús,Q27051182,https://www.wikidata.org/wiki/Q27051182,CalleDeJesus, Calle De Jesus 6,CalleDeJesus6,6,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,27,-3.6955803,40.4132831
28,2020-07-05T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Cortes,Q2535637,https://www.wikidata.org/wiki/Q2535637,01-03Cortes,calle de Alcalá,Q2424746,https://www.wikidata.org/wiki/Q2424746,CalleDeAlcala, Calle De Alcala 26,CalleDeAlcala26,26,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6983662,40.4180695
29,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Cortes,Q2535637,https://www.wikidata.org/wiki/Q2535637,01-03Cortes,calle del Marqués de Cubas,Q19304646,https://www.wikidata.org/wiki/Q19304646,CalleDelMarquesDeCubas, Calle Del Marques De Cubas 25,CalleDelMarquesDeCubas25,25,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6958008,40.416244
30,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,calle de Pavía,Q30816733,https://www.wikidata.org/wiki/Q30816733,CalleDePavia, Calle De Pavia 6,CalleDePavia6,6,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,27,-3.7115428,40.4193355
31,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol,Calle Mayor,Q1149052,https://www.wikidata.org/wiki/Q1149052,CalleMayor, Calle Mayor 18,CalleMayor18,18,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,27,-3.706625,40.4163446
32,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol,plaza de la Provincia,Q12344133,https://www.wikidata.org/wiki/Q12344133,PlazaDeLaProvincia, Plaza De La Provincia 1,PlazaDeLaProvincia1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,18,-3.7061355,40.4148511
33,2019-02-22T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol,calle de las Carretas,Q5740952,https://www.wikidata.org/wiki/Q5740952,CalleDeLasCarretas, Calle De Las Carretas 3,CalleDeLasCarretas3,3,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,21,-3.7032096,40.4164757
35,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,plaza del Cordón,Q52063495,https://www.wikidata.org/wiki/Q52063495,PlazaDelCordon, Plaza Del Cordon 1,PlazaDelCordon1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7103676,40.4141792
36,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,plaza de Ramales,Q2839150,https://www.wikidata.org/wiki/Q2839150,PlazaDeRamales, Plaza De Ramales 5,PlazaDeRamales5,5,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.711764,40.4168229
37,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,Plaza de San Francisco,Q104969914,https://www.wikidata.org/wiki/Q104969914,PlazaDeSanFrancisco, Plaza De San Francisco 5,PlazaDeSanFrancisco5,5,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7141234,40.4108606
38,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,Carrera de San Francisco,Q24526469,https://www.wikidata.org/wiki/Q24526469,CarreraDeSanFrancisco, Carrera De San Francisco 1,CarreraDeSanFrancisco1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7114443,40.4112961
39,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,Q2136510,https://www.wikidata.org/wiki/Q2136510,01-01Palacio,plaza de la Cebada,Q9060972,https://www.wikidata.org/wiki/Q9060972,PlazaDeLaCebada, Plaza De La Cebada 16,PlazaDeLaCebada16,16,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,27,-3.7090043,40.4112662
40,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle del Conde de Romanones,Q28026494,https://www.wikidata.org/wiki/Q28026494,CalleDelCondeDeRomanones, Calle Del Conde De Romanones 2,CalleDelCondeDeRomanones2,2,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7047463,40.4137865
41,2019-01-18T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle de Atocha,Q5492657,https://www.wikidata.org/wiki/Q5492657,CalleDeAtocha, Calle De Atocha 56,CalleDeAtocha56,56,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,18,-3.6989898,40.412228
42,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle de Santa Isabel,Q2882669,https://www.wikidata.org/wiki/Q2882669,CalleDeSantaIsabel, Calle De Santa Isabel 32,CalleDeSantaIsabel32,32,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6982294,40.4107714
43,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle de Lavapiés,Q19969082,https://www.wikidata.org/wiki/Q19969082,CalleDeLavapies, Calle De Lavapies 36,CalleDeLavapies36,36,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7025446,40.4100889
44,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle del Mesón de Paredes,Q5686332,https://www.wikidata.org/wiki/Q5686332,CalleDelMesonDeParedes, Calle Del Meson De Paredes 35,CalleDelMesonDeParedes35,35,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,21,-3.7039138,40.4098162
45,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores, Glorieta De La Puerta De Toledo,,,GlorietaDeLaPuertaDeToledo, Glorieta De La Puerta De Toledo 1,GlorietaDeLaPuertaDeToledo1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,21,-3.7111381,40.4069486
46,2014-06-26T00:00:00Z,Arganzuela,Q2000929,02Arganzuela,https://www.wikidata.org/wiki/Q2000929,Acacias,Q3319190,https://www.wikidata.org/wiki/Q3319190,02-02Acacias,calle de la Ribera de Curtidores,Q5740938,https://www.wikidata.org/wiki/Q5740938,CalleDeLaRiberaDeCurtidores, Calle De La Ribera De Curtidores 28,CalleDeLaRiberaDeCurtidores28,28,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7071178,40.4054496
47,2014-06-26T00:00:00Z,Arganzuela,Q2000929,02Arganzuela,https://www.wikidata.org/wiki/Q2000929,Acacias,Q3319190,https://www.wikidata.org/wiki/Q3319190,02-02Acacias,glorieta de Embajadores,Q16571874,https://www.wikidata.org/wiki/Q16571874,GlorietaDeEmbajadores, Glorieta De Embajadores 7,GlorietaDeEmbajadores7,7,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.702755,40.4046233
48,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,glorieta de Embajadores,Q16571874,https://www.wikidata.org/wiki/Q16571874,GlorietaDeEmbajadores, Glorieta De Embajadores 2,GlorietaDeEmbajadores2,2,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7020997,40.4054473
49,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,Ronda de Atocha,Q26831149,https://www.wikidata.org/wiki/Q26831149,RondaDeAtocha, Ronda De Atocha 36,RondaDeAtocha36,36,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6992427,40.4060497
50,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle de Santa Isabel,Q2882669,https://www.wikidata.org/wiki/Q2882669,CalleDeSantaIsabel, Calle De Santa Isabel 57,CalleDeSantaIsabel57,57,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.69322,40.4083102
51,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,plaza del Emperador Carlos V,Q7203711,https://www.wikidata.org/wiki/Q7203711,PlazaDelEmperadorCarlosV, Plaza Del Emperador Carlos V 7,PlazaDelEmperadorCarlosV7,7,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,27,-3.6935934,40.4077234
52,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Cortes,Q2535637,https://www.wikidata.org/wiki/Q2535637,01-03Cortes,plaza de Santa Ana,Q740210,https://www.wikidata.org/wiki/Q740210,PlazaDeSantaAna, Plaza De Santa Ana 9,PlazaDeSantaAna9,9,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7007838,40.4145181
53,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Embajadores,Q2449844,https://www.wikidata.org/wiki/Q2449844,01-02Embajadores,calle de Valencia,Q26810468,https://www.wikidata.org/wiki/Q26810468,CalleDeValencia, Calle De Valencia 2,CalleDeValencia2,2,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7007295,40.4082802
54,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,calle de Barceló,Q27051120,https://www.wikidata.org/wiki/Q27051120,CalleDeBarcelo, Calle De Barcelo 7,CalleDeBarcelo7,7,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,21,-3.7003435,40.4266233
55,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Universidad,Q10387767,https://www.wikidata.org/wiki/Q10387767,01-05Universidad,plaza de San Ildefonso,Q6080070,https://www.wikidata.org/wiki/Q6080070,PlazaDeSanIldefonso, Plaza De San Ildefonso 8,PlazaDeSanIldefonso8,8,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7019295,40.4240716
56,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Sol,Q2465181,https://www.wikidata.org/wiki/Q2465181,01-06Sol,Plaza del Carmen,Q6080406,https://www.wikidata.org/wiki/Q6080406,PlazaDelCarmen, Plaza Del Carmen 1,PlazaDelCarmen1,1,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7032875,40.418484
57,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Universidad,Q10387767,https://www.wikidata.org/wiki/Q10387767,01-05Universidad,calle de Santa Cruz de Marcenado,Q54801433,https://www.wikidata.org/wiki/Q54801433,CalleDeSantaCruzDeMarcenado, Calle De Santa Cruz De Marcenado 24,CalleDeSantaCruzDeMarcenado24,24,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.7128181,40.4296363
58,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,Q1992319,https://www.wikidata.org/wiki/Q1992319,01-04Justicia,calle de Augusto Figueroa,Q29564346,https://www.wikidata.org/wiki/Q29564346,CalleDeAugustoFigueroa, Calle De Augusto Figueroa 33,CalleDeAugustoFigueroa33,33,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6979458,40.4222601
59,2014-06-26T00:00:00Z,Centro,Q1763376,01Centro,https://www.wikidata.org/wiki/Q1763376,Universidad,Q10387767,https://www.wikidata.org/wiki/Q10387767,01-05Universidad,calle del Espíritu Santo,Q5740833,https://www.wikidata.org/wiki/Q5740833,CalleDelEspirituSanto, Calle Del Espiritu Santo 30,CalleDelEspirituSanto30,30,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,21,-3.7041167,40.4254802
60,2014-06-26T00:00:00Z,Retiro,Q2002296,03Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,Q10306766,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos,plaza de la Independencia,Q4967671,https://www.wikidata.org/wiki/Q4967671,PlazaDeLaIndependencia, Plaza De La Independencia 7,PlazaDeLaIndependencia7,7,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6881994,40.4194508
61,2014-06-26T00:00:00Z,Retiro,Q2002296,03Retiro,https://www.wikidata.org/wiki/Q2002296,Ibiza,Q15249910,https://www.wikidata.org/wiki/Q15249910,03-04Ibiza,calle de O'Donnell,Q5740859,https://www.wikidata.org/wiki/Q5740859,CalleDeOdonnell, Calle De O'donnell 30,CalleDeOdonnell30,30,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.675206,40.4214379
62,2014-06-26T00:00:00Z,Retiro,Q2002296,03Retiro,https://www.wikidata.org/wiki/Q2002296,Ibiza,Q15249910,https://www.wikidata.org/wiki/Q15249910,03-04Ibiza,calle de O'Donnell,Q5740859,https://www.wikidata.org/wiki/Q5740859,CalleDeOdonnell, Calle De O'donnell 48,CalleDeOdonnell48,48,BiciMAD,Q17402113,https://www.wikidata.org/wiki/Q17402113,24,-3.6724223,40.4212986
